;opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data;ulica;lokator_ulica_dzielnica;geo_location;point;latitude;longitude;altitude;geometry
354;Mieszkanie 3-pokojowe, 73 m2, Kraków, Ruczaj;Kraków , Dębniki, Ruczaj;2 pokoje;439000.0;73.0;6014.0;https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-73-m2-krakow-ruczaj-ID41sYk.html#a9383fdd22;2020-02-10 18:47:34.973640;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241)
356;Kawalerka, 4/4 , 26m Strusia Bieńczyce Kraków;Kraków , Bieńczyce;1 pokój;278000.0;26.0;10692.0;https://www.otodom.pl/oferta/kawalerka-4-4-26m-strusia-bienczyce-krakow-ID44AwD.html#a9383fdd22;2020-02-10 18:47:34.973640;Strusia;Kraków, Kraków , Bieńczyce, Strusia;Osiedle Józefa Strusia, Bieńczyce, Kraków, województwo małopolskie, Polska;(50.08848715, 20.009869196375526, 0.0);50.08848715;20.009869196375526;0.0;POINT (572219.1093478991 247292.180990384)
357;Kraków, Mistrzejowice, os. Tysiąclecia 44m+balkon;Kraków , Mistrzejowice;2 pokoje;400000.0;44.0;9091.0;https://www.otodom.pl/oferta/krakow-mistrzejowice-os-tysiaclecia-44m-balkon-ID44ByJ.html#a9383fdd22;2020-02-10 18:47:34.973640;Mistrzejowicka;Kraków, Kraków , Mistrzejowice, Mistrzejowicka;Mistrzejowicka, Mistrzejowice, Kraków, województwo małopolskie, 31-638, Polska;(50.094553, 20.0276976, 0.0);50.094553;20.0276976;0.0;POINT (573484.7766830483 247983.7896609353)
359;Nowe mieszkanie 1-pok. Kraków, Ruczaj;Kraków , Dębniki, Ruczaj;1 pokój;375000.0;39.13;9583.0;https://www.otodom.pl/oferta/nowe-mieszkanie-1-pok-krakow-ruczaj-ID43YFT.html#a9383fdd22;2020-02-10 18:47:34.973640;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241)
363;Prywatne Komuny Paryskiej nr 42.;Kraków , Swoszowice;6 pokoi;950000.0;174.0;5460.0;https://www.otodom.pl/oferta/prywatne-komuny-paryskiej-nr-42-ID42deE.html#a9383fdd22;2020-02-10 18:47:34.973640;Paryskiej;Kraków, Kraków , Swoszowice, Paryskiej;Komuny Paryskiej, Kobierzyn, Swoszowice, Kraków, województwo małopolskie, 30-389, Polska;(49.9997609, 19.8943402, 0.0);49.9997609;19.8943402;0.0;POINT (564075.3792182028 237324.9704207378)
365;Kraków, ul. Śliczna blisko Quattro Business Park;Kraków , Prądnik Czerwony, Wieczysta;2 pokoje;515000.0;54.46;9456.0;https://www.otodom.pl/oferta/krakow-ul-sliczna-blisko-quattro-business-park-ID3oy60.html#a9383fdd22;2020-02-10 18:47:34.973640;Śliczna;Kraków, Kraków , Prądnik Czerwony, Wieczysta, Śliczna;Śliczna, Wieczysta, Prądnik Czerwony, Kraków, województwo małopolskie, 31-444, Polska;(50.0732132, 19.9762981, 0.0);50.0732132;19.9762981;0.0;POINT (569840.5585650825 245562.5621479955)
367;Trzy pokoje, 62m, Prądnik Biały, Kraków;Kraków , Prądnik Biały;3 pokoje;579000.0;61.32;9442.0;https://www.otodom.pl/oferta/trzy-pokoje-62m-pradnik-bialy-krakow-ID44Brz.html#a9383fdd22;2020-02-10 18:47:34.973640;Prądnika;Kraków, Kraków , Prądnik Biały, Prądnika;Prądnik Biały, Kraków, województwo małopolskie, Polska;(50.0955225, 19.9283169, 0.0);50.0955225;19.9283169;0.0;POINT (566377.4070532473 247998.4942823648)
370;Mieszkanie Kraków STARE MIASTO Wielopole 38 metr;Kraków , Stare Miasto;2 pokoje;650000.0;38.0;17105.0;https://www.otodom.pl/oferta/mieszkanie-krakow-stare-miasto-wielopole-38-metr-ID44cvZ.html#a9383fdd22;2020-02-10 18:47:34.973640;"""Kraków""";"Kraków, Kraków , Stare Miasto, ""Kraków""";Kraków, województwo małopolskie, Polska;(50.0619474, 19.9368564, 0.0);50.0619474;19.9368564;0.0;POINT (567034.7997178583 244274.2426178176)
376;Sprzedam 76m2 mieszkanie Ulica Pawia 2mieszkania;Kraków , Stare Miasto;2 pokoje;840000.0;76.0;11053.0;https://www.otodom.pl/oferta/sprzedam-76m2-mieszkanie-ulica-pawia-2mieszkania-ID43rvW.html#a9383fdd22;2020-02-10 18:47:34.974634;Pawia;Kraków, Kraków , Stare Miasto, Pawia;Pawia, Kleparz, Stare Miasto, Kraków, województwo małopolskie, 31-154, Polska;(50.0691779, 19.9451093, 0.0);50.0691779;19.9451093;0.0;POINT (567615.1434787014 245085.3479808709)
386;4 pokojowe mieszkanie w zielonej części Bronowic;Kraków , Bronowice;4 pokoje;450700.0;66.0;6829.0;https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-w-zielonej-czesci-bronowic-ID44Ado.html#cf5342ca27;2020-02-10 18:47:36.032898;Bronowicka;Kraków, Kraków , Bronowice, Bronowicka;Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-092, Polska;(50.0778252, 19.9008289, 0.0);50.0778252;19.9008289;0.0;POINT (564435.6860522896 246007.3624577383)
391;2 pok. /53m2/Podgórze/Kurdwanów/ul. Bujaka;Kraków , Podgórze Duchackie, Kurdwanów;2 pokoje;399000.0;53.0;7528.0;https://www.otodom.pl/oferta/2-pok-53m2-podgorze-kurdwanow-ul-bujaka-ID4489u.html#cf5342ca27;2020-02-10 18:47:36.033895;Bujaka;Kraków, Kraków , Podgórze Duchackie, Kurdwanów, Bujaka;Bujaka, Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, Polska;(50.009635200000005, 19.948395750000003, 0.0);50.009635200000005;19.948395750000003;0.0;POINT (567934.2337184104 238470.1971203024)
392;ZIELONKI !! Popielate Wzgórza 2.0!! II ETAP !!;Kraków , Prądnik Biały;3 pokoje;409000.0;57.6;7101.0;https://www.otodom.pl/oferta/zielonki-popielate-wzgorza-2-0-ii-etap-ID40Mtj.html#cf5342ca27;2020-02-10 18:47:36.033895;Popiela;Kraków, Kraków , Prądnik Biały, Popiela;Kronikarza Galla, Łobzów, Krowodrza, Kraków, województwo małopolskie, 30-053, Polska;(50.0744391, 19.9149159, 0.0);50.0744391;19.9149159;0.0;POINT (565447.914190442 245643.2424971201)
400;3 pokoje | 52,7 m2 | Prądnik Czerwony | Winda |;Kraków , Prądnik Czerwony;3 pokoje;459000.0;52.7;8710.0;https://www.otodom.pl/oferta/3-pokoje-52-7-m2-pradnik-czerwony-winda-ID44wMV.html#cf5342ca27;2020-02-10 18:47:36.033895;Prądnika;Kraków, Kraków , Prądnik Czerwony, Prądnika;Enklawa Prądnika, Prądnik Czerwony, Kraków, województwo małopolskie, Polska;(50.0933468, 19.98679355896063, 0.0);50.0933468;19.98679355896063;0.0;POINT (570561.7860403393 247810.2744327188)
403;***Wyjątkowe mieszkanie*** 65m2, Ruczaj, Dębniki;Kraków , Dębniki, Ruczaj;3 pokoje;595000.0;65.8;9043.0;https://www.otodom.pl/oferta/wyjatkowe-mieszkanie-65m2-ruczaj-debniki-ID44zJz.html#cf5342ca27;2020-02-10 18:47:36.033895;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241)
411;Mieszkanie Kraków, Podgórze, Ruczaj, Kobierzyńska;Kraków , Dębniki, Ruczaj;2 pokoje;330000.0;42.65;7737.0;https://www.otodom.pl/oferta/mieszkanie-krakow-podgorze-ruczaj-kobierzynska-ID44Be2.html#589aa700e3;2020-02-10 18:47:37.417394;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241)
412;3 pok. 72 m2, Górka Narodowa, Prądnik Biały;Kraków , Prądnik Biały, Górka Narodowa;3 pokoje;520000.0;72.47;7175.0;https://www.otodom.pl/oferta/3-pok-72-m2-gorka-narodowa-pradnik-bialy-ID440Z2.html#589aa700e3;2020-02-10 18:47:37.417394;Góra;Kraków, Kraków , Prądnik Biały, Górka Narodowa, Góra;"Schron amunicyjny ""Łysa Góra"", Węgrzecka, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-242, Polska";(50.105246, 19.96920205268595, 0.0);50.105246;19.96920205268595;0.0;POINT (569286.7417427578 249116.4023994775)
413;Nowa inwestycja - Kazimierz Krakowska/Skawińska;Kraków , Stare Miasto, Kazimierz;2 pokoje;634660.0;48.82;13000.0;https://www.otodom.pl/oferta/nowa-inwestycja-kazimierz-krakowska-skawinska-ID44uEx.html#589aa700e3;2020-02-10 18:47:37.417394;Kazimierza;Kraków, Kraków , Stare Miasto, Kazimierz, Kazimierza;Apartamenty Sekret Kazimierza, 34, Józefa, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-056, Polska;(50.0512307, 19.9469375, 0.0);50.0512307;19.9469375;0.0;POINT (567771.2149040747 243092.1779909022)
416;Kawalerka przy ul. Wasilewskiego, 22m2;Kraków , Dębniki;1 pokój;355000.0;22.3;15919.0;https://www.otodom.pl/oferta/kawalerka-przy-ul-wasilewskiego-22m2-ID44Bc1.html#589aa700e3;2020-02-10 18:47:37.417394;Wasilewskiego;Kraków, Kraków , Dębniki, Wasilewskiego;Edmunda Wasilewskiego, Dębniki, Kraków, województwo małopolskie, 30-337, Polska;(50.0491675, 19.9285625, 0.0);50.0491675;19.9285625;0.0;POINT (566459.0071806378 242846.3524282863)
421;3 pokoje w doskonałej lokalizacji, ul. Kapelanka;Kraków , Dębniki;3 pokoje;594000.0;66.06;8992.0;https://www.otodom.pl/oferta/3-pokoje-w-doskonalej-lokalizacji-ul-kapelanka-ID41kAE.html#589aa700e3;2020-02-10 18:47:37.418391;Kapelanka;Kraków, Kraków , Dębniki, Kapelanka;Kapelanka, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-347, Polska;(50.032001, 19.9259359, 0.0);50.032001;19.9259359;0.0;POINT (566294.6564807026 240935.9727919856)
428;Apartament ***** Wiślane Tarasy 2.0 - Grzegórzecka;Kraków , Grzegórzki;3 pokoje;1190000.0;60.0;19833.0;https://www.otodom.pl/oferta/apartament-wislane-tarasy-2-0-grzegorzecka-ID44gQV.html#589aa700e3;2020-02-10 18:47:37.418391;Wiślana;Kraków, Kraków , Grzegórzki, Wiślana;Mierzeja Wiślana, Mały Płaszów, Podgórze, Kraków, województwo małopolskie, 30-716, Polska;(50.038134, 20.0042085, 0.0);50.038134;20.0042085;0.0;POINT (571889.5218590654 241689.9986086423)
436;Mieszkanie, 83,57 m², Kraków;Kraków , Podgórze;4 pokoje;830000.0;83.57;9932.0;https://www.otodom.pl/oferta/mieszkanie-83-57-m-krakow-ID44wEI.html#b5bf170a47;2020-02-10 18:47:38.399474;"""Kraków""";"Kraków, Kraków , Podgórze, ""Kraków""";Kraków Płaszów, Peron 2 - moderniacja, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-902, Polska;(50.0345327, 19.9754459, 0.0);50.0345327;19.9754459;0.0;POINT (569835.7166101226 241262.450246132)
449;Kozłówek Ładne 1pok 25m2 279 000 do Negocjacji;Kraków , Podgórze;1 pokój;279000.0;25.0;11160.0;https://www.otodom.pl/oferta/kozlowek-ladne-1pok-25m2-279-000-do-negocjacji-ID44B2h.html#b5bf170a47;2020-02-10 18:47:38.400471;Kozłówce;Kraków, Kraków , Podgórze, Kozłówce;Na Kozłówce, Osiedle Kozłówek, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-664, Polska;(50.0187848, 19.9821103, 0.0);50.0187848;19.9821103;0.0;POINT (570335.8320297964 239518.3362252237)
462;2 pokoje-Krowodrza-ul. Siemaszki;Kraków , Krowodrza;2 pokoje;411000.0;47.64;8627.0;https://www.otodom.pl/oferta/2-pokoje-krowodrza-ul-siemaszki-ID43TPP.html#df521ce691;2020-02-10 18:47:39.356913;Siemaszki;Kraków, Kraków , Krowodrza, Siemaszki;Księdza Kazimierza Siemaszki, Krowodrza, Prądnik Biały, Kraków, województwo małopolskie, 31-207, Polska;(50.0876278, 19.940191, 0.0);50.0876278;19.940191;0.0;POINT (567237.473283172 247131.6165671712)
468;Mieszkanie Kraków ul. Nowosądecka, 34 m2, 2 pokoje;Kraków , Podgórze Duchackie, Wola Duchacka;2 pokoje;335000.0;34.0;9853.0;https://www.otodom.pl/oferta/mieszkanie-krakow-ul-nowosadecka-34-m2-2-pokoje-ID44AVX.html#df521ce691;2020-02-10 18:47:39.356913;"""Kraków""";"Kraków, Kraków , Podgórze Duchackie, Wola Duchacka, ""Kraków""";Kraków Bonarka, Kładka pieszo-rowerowa, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-416, Polska;(50.0293189, 19.9462275, 0.0);50.0293189;19.9462275;0.0;POINT (567751.2342442736 240656.0522081703)
476;Grzegórzki 35M2,2 Pok.1 Piętro,Do Wprowadzenia;Kraków , Grzegórzki;2 pokoje;398000.0;35.0;11371.0;https://www.otodom.pl/oferta/grzegorzki-35m2-2-pok-1-pietro-do-wprowadzenia-ID44AUk.html#df521ce691;2020-02-10 18:47:39.356913;Grzegórzeckie;Kraków, Kraków , Grzegórzki, Grzegórzeckie;Rondo Grzegórzeckie, Grzegórzecka, Wesoła, Grzegórzki, Kraków, województwo małopolskie, 31-539, Polska;(50.05760175, 19.957833465730346, 0.0);50.05760175;19.957833465730346;0.0;POINT (568541.9372308356 243810.2551311059)
481;Mochnackiego, 3-pokojowe do negocjacji;Kraków , Podgórze;3 pokoje;623000.0;63.39;9828.0;https://www.otodom.pl/oferta/mochnackiego-3-pokojowe-do-negocjacji-ID445g7.html#df521ce691;2020-02-10 18:47:39.356913;Mochnackiego;Kraków, Kraków , Podgórze, Mochnackiego;Maurycego Mochnackiego, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-633, Polska;(50.0238917, 19.9632851, 0.0);50.0238917;19.9632851;0.0;POINT (568980.3356590546 240068.4229162214)
488;2 pokoje, 39m2, ogród, zamknięte osiedle;Kraków , Swoszowice, Opatkowice;2 pokoje;339000.0;39.0;8692.0;https://www.otodom.pl/oferta/2-pokoje-39m2-ogrod-zamkniete-osiedle-ID43Zjj.html#ebf75736ab;2020-02-10 18:47:40.351869;Osiedle;Kraków, Kraków , Swoszowice, Opatkowice, Osiedle;Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-418, Polska;(50.0199633, 19.9294446, 0.0);50.0199633;19.9294446;0.0;POINT (566562.5010926843 239601.1100098249)
489;Mieszkanie 52,34 m2 Kraków;Kraków , Bieżanów-Prokocim, Prokocim;3 pokoje;398706.0;51.78;7700.0;https://www.otodom.pl/oferta/mieszkanie-52-34-m2-krakow-ID43Wg5.html#ebf75736ab;2020-02-10 18:47:40.351869;"""Kraków""";"Kraków, Kraków , Bieżanów-Prokocim, Prokocim, ""Kraków""";Kraków Bieżanów, Stacyjna, Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-851, Polska;(50.0216944, 20.0292567, 0.0);50.0216944;20.0292567;0.0;POINT (573707.8040077245 239887.1503805425)
490;Mieszkanie 35,25 m2 Kraków;Kraków , Bieżanów-Prokocim, Prokocim;2 pokoje;296100.0;35.25;8400.0;https://www.otodom.pl/oferta/mieszkanie-35-25-m2-krakow-ID44gkF.html#ebf75736ab;2020-02-10 18:47:40.351869;"""Kraków""";"Kraków, Kraków , Bieżanów-Prokocim, Prokocim, ""Kraków""";Kraków Bieżanów, Stacyjna, Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-851, Polska;(50.0216944, 20.0292567, 0.0);50.0216944;20.0292567;0.0;POINT (573707.8040077245 239887.1503805425)
497;Na sprzedaż 2 pok. mieszkanie Apartamenty Wielicka;Kraków , Bieżanów-Prokocim;2 pokoje;480000.0;48.7;9856.0;https://www.otodom.pl/oferta/na-sprzedaz-2-pok-mieszkanie-apartamenty-wielicka-ID44AKb.html#ebf75736ab;2020-02-10 18:47:40.352866;Wielicka;Kraków, Kraków , Bieżanów-Prokocim, Wielicka;Wielicka, Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-820, Polska;(50.0180993, 19.9895841, 0.0);50.0180993;19.9895841;0.0;POINT (570872.0827279496 239449.2013470018)
518;Nowe! 3pok., I-VIp., Balkon, ok. ul. Opolskiej;Kraków , Prądnik Biały;3 pokoje;412870.0;50.35;8200.0;https://www.otodom.pl/oferta/nowe-3pok-i-vip-balkon-ok-ul-opolskiej-ID44Ayi.html#51deb94ee3;2020-02-10 18:47:41.487794;Nowe;Kraków, Kraków , Prądnik Biały, Nowe;Prądnik Biały, Kraków, województwo małopolskie, Polska;(50.1035684, 19.953603106301202, 0.0);50.1035684;19.953603106301202;0.0;POINT (568173.9969429389 248915.5791220115)
521;Nowe! 1pok., II-IVp., Balkon, ok. ul. Opolskiej;Kraków , Prądnik Biały;1 pokój;282152.0;27.13;10400.0;https://www.otodom.pl/oferta/nowe-1pok-ii-ivp-balkon-ok-ul-opolskiej-ID44AvD.html#51deb94ee3;2020-02-10 18:47:41.487794;Nowe;Kraków, Kraków , Prądnik Biały, Nowe;Prądnik Biały, Kraków, województwo małopolskie, Polska;(50.1035684, 19.953603106301202, 0.0);50.1035684;19.953603106301202;0.0;POINT (568173.9969429389 248915.5791220115)
527;Okazja! 4pok/Rondo Mateczne;Kraków , Podgórze;4 pokoje;720000.0;78.69;9150.0;https://www.otodom.pl/oferta/okazja-4pok-rondo-mateczne-ID44AuA.html#51deb94ee3;2020-02-10 18:47:41.488794;Matecznego;Kraków, Kraków , Podgórze, Matecznego;Rondo Antoniego Matecznego, Mateczny, Podgórze, Kraków, województwo małopolskie, 30-524, Polska;(50.0367797, 19.9405272, 0.0);50.0367797;19.9405272;0.0;POINT (567332.6572123085 241480.1638806006)
538;2 osobne pokoje Widok, Al. Pokoju - 44,4m2 balkon;Kraków , Grzegórzki, Dąbie;2 pokoje;435000.0;44.4;9797.0;https://www.otodom.pl/oferta/2-osobne-pokoje-widok-al-pokoju-44-4m2-balkon-ID43qgm.html#51deb94ee3;2020-02-10 18:47:41.489759;Widok;Kraków, Kraków , Grzegórzki, Dąbie, Widok;Widok, Dąbie, Grzegórzki, Kraków, województwo małopolskie, 31-567, Polska;(50.0573772, 19.9789268, 0.0);50.0573772;19.9789268;0.0;POINT (570051.6640617081 243804.857423231)
539;79m2 3pok z z garażem i piwnicą -Dobrego Pasterza;Kraków , Prądnik Czerwony;3 pokoje;620000.0;79.0;7848.0;https://www.otodom.pl/oferta/79m2-3pok-z-z-garazem-i-piwnica-dobrego-pasterza-ID43OY6.html#51deb94ee3;2020-02-10 18:47:41.489759;Pasterza;Kraków, Kraków , Prądnik Czerwony, Pasterza;Kościół pw. Pana Jezusa Dobrego Pasterza, 4, Dobrego Pasterza, Prądnik Czerwony, Kraków, województwo małopolskie, 31-416, Polska;(50.08851445, 19.95839608107648, 0.0);50.08851445;19.95839608107648;0.0;POINT (568538.1184385554 247246.7144761141)
542;4 pok.*możliwy podział na 2mieszkania*Rynek Główny;Kraków , Stare Miasto;3 pokoje;1985000.0;83.56;23755.0;https://www.otodom.pl/oferta/4-pok-mozliwy-podzial-na-2mieszkaniarynek-glowny-ID44cZV.html#20f82b348a;2020-02-10 18:47:42.536374;Główny;Kraków, Kraków , Stare Miasto, Główny;Kraków Główny, Peron 3, Wesoła, Stare Miasto, Kraków, województwo małopolskie, 30-901, Polska;(50.0686663, 19.947802, 0.0);50.0686663;19.947802;0.0;POINT (567808.5033167193 245030.9240660574)
543;Meissnera 3 pok 59m2 od strony skweru;Kraków , małopolskie;3 pokoje;539000.0;59.3;9089.0;https://www.otodom.pl/oferta/meissnera-3-pok-59m2-od-strony-skweru-ID44h4p.html#20f82b348a;2020-02-10 18:47:42.536374;Meissnera;Kraków, Kraków , małopolskie, Meissnera;Meissnera, Wieczysta, Prądnik Czerwony, Kraków, województwo małopolskie, Polska;(50.0747583, 19.979541765513375, 0.0);50.0747583;19.979541765513375;0.0;POINT (570070.3419826203 245737.3370362194)
549;Mieszkanie z dużym ogródkiem w Nowym Bieżanowie;Kraków , Bieżanów-Prokocim, Bieżanów;2 pokoje;497000.0;48.12;10328.0;https://www.otodom.pl/oferta/mieszkanie-z-duzym-ogrodkiem-w-nowym-biezanowie-ID42wvA.html#20f82b348a;2020-02-10 18:47:42.536374;Nowy;Kraków, Kraków , Bieżanów-Prokocim, Bieżanów, Nowy;Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska;(50.0160061, 20.0372002, 0.0);50.0160061;20.0372002;0.0;POINT (574285.4193550048 239262.7663871311)
552;3 pokojowe mieszkanie Ruczaj Dębniki z tarasem;Kraków , Dębniki, Ruczaj;3 pokoje;459000.0;59.93;7659.0;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-ruczaj-debniki-z-tarasem-ID435wT.html#20f82b348a;2020-02-10 18:47:42.536374;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241)
592;Gotowe 3 pokoje, zielona część Bronowic;Kraków , Prądnik Biały, Bronowice Wielkie;3 pokoje;396000.0;57.0;6947.0;https://www.otodom.pl/oferta/gotowe-3-pokoje-zielona-czesc-bronowic-ID44Adp.html#310b8f369d;2020-02-10 18:47:43.619285;Dzielna;Kraków, Kraków , Prądnik Biały, Bronowice Wielkie, Dzielna;Dzielna, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-346, Polska;(50.0985888, 19.8879762, 0.0);50.0985888;19.8879762;0.0;POINT (563488.9167097276 248304.2412467012)
596;Mieszkanie, 62,22 m², Kraków;Kraków , Dębniki;3 pokoje;555000.0;62.22;8920.0;https://www.otodom.pl/oferta/mieszkanie-62-22-m-krakow-ID42Onc.html#2cbfc0dffb;2020-02-10 18:47:44.672782;"""Kraków""";"Kraków, Kraków , Dębniki, ""Kraków""";Kraków Sidzina, Topografów, Sidzina, Dębniki, Kraków, województwo małopolskie, 30-399, Polska;(49.9855309, 19.8746169, 0.0);49.9855309;19.8746169;0.0;POINT (562680.8089087415 235726.6111213788)
600;3 pokoje, Dwa Tarasy, Ruczaj, okol. ul. Chmielenie;Kraków , Dębniki, Ruczaj;3 pokoje;720000.0;80.0;9000.0;https://www.otodom.pl/oferta/3-pokoje-dwa-tarasy-ruczaj-okol-ul-chmielenie-ID434jm.html#2cbfc0dffb;2020-02-10 18:47:44.672782;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241)
601;Mieszkanie, 21 m², Kraków;Kraków , Bieżanów-Prokocim, Bieżanów;1 pokój;215000.0;21.0;10238.0;https://www.otodom.pl/oferta/mieszkanie-21-m-krakow-ID41Ody.html#2cbfc0dffb;2020-02-10 18:47:44.672782;"""Kraków""";"Kraków, Kraków , Bieżanów-Prokocim, Bieżanów, ""Kraków""";Kraków Bieżanów, Stacyjna, Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-851, Polska;(50.0216944, 20.0292567, 0.0);50.0216944;20.0292567;0.0;POINT (573707.8040077245 239887.1503805425)
603;Mieszkanie, 53,63 m², Kraków;Kraków , Podgórze;2 pokoje;533404.0;53.63;9946.0;https://www.otodom.pl/oferta/mieszkanie-53-63-m-krakow-ID42c8S.html#2cbfc0dffb;2020-02-10 18:47:44.672782;"""Kraków""";"Kraków, Kraków , Podgórze, ""Kraków""";Kraków Płaszów, Peron 2 - moderniacja, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-902, Polska;(50.0345327, 19.9754459, 0.0);50.0345327;19.9754459;0.0;POINT (569835.7166101226 241262.450246132)
634;Prokocim: duże, dla rodziny lub na gabinet/biuro;Kraków , Bieżanów-Prokocim;3 pokoje;735000.0;96.37;7627.0;https://www.otodom.pl/oferta/prokocim-duze-dla-rodziny-lub-na-gabinet-biuro-ID436vR.html#d3fc194328;2020-02-10 18:47:45.689548;Rodziny;Kraków, Kraków , Bieżanów-Prokocim, Rodziny;Kościół pw. Najświętszej Rodziny, 1, Aleksandry, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-837, Polska;(50.0154821, 20.018503149418603, 0.0);50.0154821;20.018503149418603;0.0;POINT (572947.1340387621 239186.1161751505)
636;Mieszkanie, 76 m², Kraków;Kraków , Dębniki, Ruczaj;3 pokoje;849000.0;76.0;11171.0;https://www.otodom.pl/oferta/mieszkanie-76-m-krakow-ID43FeB.html#d3fc194328;2020-02-10 18:47:45.689548;"""Kraków""";"Kraków, Kraków , Dębniki, Ruczaj, ""Kraków""";Przychodnia NZOZ Kraków - Południe, Zachodnia, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-350, Polska;(50.0260635, 19.9047378, 0.0);50.0260635;19.9047378;0.0;POINT (564784.9356098109 240257.4394052504)
637;Ruczaj - 4 pokoje, 2 balkony + winda i piwnica;Kraków , Dębniki, Ruczaj;4 pokoje;621000.0;67.2;9241.0;https://www.otodom.pl/oferta/ruczaj-4-pokoje-2-balkony-winda-i-piwnica-ID44l8R.html#d3fc194328;2020-02-10 18:47:45.689548;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241)
638;Kurdwanów Witosa - jednopokojowe z balkonem;Kraków , Podgórze Duchackie, Kurdwanów;1 pokój;273500.0;34.0;8044.0;https://www.otodom.pl/oferta/kurdwanow-witosa-jednopokojowe-z-balkonem-ID44A3E.html#d3fc194328;2020-02-10 18:47:45.689548;Witosa;Kraków, Kraków , Podgórze Duchackie, Kurdwanów, Witosa;Witosa, Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, Polska;(50.01241645, 19.957117557158405, 0.0);50.01241645;19.957117557158405;0.0;POINT (568555.0158340409 238787.2895417269)
639;Wiślane Tarasy 2.0 | Grzegórzecka | Eng;Kraków , Grzegórzki;1 pokój;610000.0;40.6;15025.0;https://www.otodom.pl/oferta/wislane-tarasy-2-0-grzegorzecka-eng-ID44A3w.html#d3fc194328;2020-02-10 18:47:45.689548;Wiślana;Kraków, Kraków , Grzegórzki, Wiślana;Mierzeja Wiślana, Mały Płaszów, Podgórze, Kraków, województwo małopolskie, 30-716, Polska;(50.038134, 20.0042085, 0.0);50.038134;20.0042085;0.0;POINT (571889.5218590654 241689.9986086423)
