;opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data;ulica;lokator_ulica_dzielnica;geo_location;point;latitude;longitude;altitude;geometry
71;3 pokoje Ruczaj Taras;Kraków , Dębniki, Ruczaj;3 pokoje;500000.0;50.5;9901.0;https://www.otodom.pl/oferta/3-pokoje-ruczaj-taras-ID44Cx9.html#bcc2421ba9;2020-02-10 18:47:23.702826;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241)
72;Dobrego Pasterza | Klimatyzacja | 3 Pok. | Eng;Kraków , Prądnik Czerwony;3 pokoje;790000.0;58.26;13560.0;https://www.otodom.pl/oferta/dobrego-pasterza-klimatyzacja-3-pok-eng-ID44CvF.html#bcc2421ba9;2020-02-10 18:47:23.702826;Pasterza;Kraków, Kraków , Prądnik Czerwony, Pasterza;Kościół pw. Pana Jezusa Dobrego Pasterza, 4, Dobrego Pasterza, Prądnik Czerwony, Kraków, województwo małopolskie, 31-416, Polska;(50.08851445, 19.95839608107648, 0.0);50.08851445;19.95839608107648;0.0;POINT (568538.1184385554 247246.7144761141)
73;Kawalerka, Rondo Matecznego, Deweloperskie;Kraków , Podgórze;1 pokój;213125.0;17.0;12537.0;https://www.otodom.pl/oferta/kawalerka-rondo-matecznego-deweloperskie-ID44Cvw.html#bcc2421ba9;2020-02-10 18:47:23.702826;Matecznego;Kraków, Kraków , Podgórze, Matecznego;Rondo Antoniego Matecznego, Mateczny, Podgórze, Kraków, województwo małopolskie, 30-524, Polska;(50.0367797, 19.9405272, 0.0);50.0367797;19.9405272;0.0;POINT (567332.6572123085 241480.1638806006)
75;Mieszkanie, 66 m², Kraków;Kraków , Krowodrza, Łobzów;3 pokoje;625000.0;66.0;9470.0;https://www.otodom.pl/oferta/mieszkanie-66-m-krakow-ID44Cvo.html#bcc2421ba9;2020-02-10 18:47:23.702826;"""Kraków""";"Kraków, Kraków , Krowodrza, Łobzów, ""Kraków""";Biblioteka Kraków Filia 21, 59, Królewska, Łobzów, Krowodrza, Kraków, województwo małopolskie, 30-831, Polska;(50.073512, 19.9149277, 0.0);50.073512;19.9149277;0.0;POINT (565450.0202899084 245540.2055338537)
76;Umeblowane M2 z pięknym widokiem blisko Bonarki;Kraków , Podgórze Duchackie, Wola Duchacka;2 pokoje;375000.0;50.0;7500.0;https://www.otodom.pl/oferta/umeblowane-m2-z-pieknym-widokiem-blisko-bonarki-ID44Co5.html#bcc2421ba9;2020-02-10 18:47:23.702826;Bonarka;Kraków, Kraków , Podgórze Duchackie, Wola Duchacka, Bonarka;Bonarka, Bonarka City Center, Podgórze Duchackie, Kraków, województwo małopolskie, Polska;(50.02881094999999, 19.953975973958336, 0.0);50.02881094999999;19.953975973958336;0.0;POINT (568306.7476097146 240606.6451572897)
77;3 pokojowe mieszkanie 2015R. Do Wejścia Ul. Reduta;Kraków , Prądnik Czerwony;3 pokoje;530000.0;54.16;9786.0;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-2015r-do-wejscia-ul-reduta-ID44Co7.html#bcc2421ba9;2020-02-10 18:47:23.703824;Reduta;Kraków, Kraków , Prądnik Czerwony, Reduta;Reduta, Śródmieście, Prądnik Czerwony, Kraków, województwo małopolskie, 31-422, Polska;(50.0990724, 19.9742987, 0.0);50.0990724;19.9742987;0.0;POINT (569660.039822349 248434.9460827624)
79;2 pokoje, Ruczaj - bez 2%podatku Pcc;Kraków , Dębniki, Ruczaj;2 pokoje;338000.0;38.0;8895.0;https://www.otodom.pl/oferta/2-pokoje-ruczaj-bez-2-podatku-pcc-ID44Cwi.html#bcc2421ba9;2020-02-10 18:47:23.703824;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241)
81;Kazimierz - Bezpośrednio - 18 Mieszkań;Kraków , Stare Miasto, Kazimierz;>10 pokoi;588000.0;37.0;15892.0;https://www.otodom.pl/oferta/kazimierz-bezposrednio-18-mieszkan-ID448eU.html#e7b1ebfb0e;2020-02-10 18:47:24.636181;Kazimierza;Kraków, Kraków , Stare Miasto, Kazimierz, Kazimierza;Apartamenty Sekret Kazimierza, 34, Józefa, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-056, Polska;(50.0512307, 19.9469375, 0.0);50.0512307;19.9469375;0.0;POINT (567771.2149040747 243092.1779909022)
86;Okazja! Mieszkanie na Azorach ul. Weissa 2 pokoje;Kraków , Prądnik Biały, Azory;2 pokoje;349000.0;43.0;8116.0;https://www.otodom.pl/oferta/okazja-mieszkanie-na-azorach-ul-weissa-2-pokoje-ID44Cte.html#e7b1ebfb0e;2020-02-10 18:47:24.636181;Weissa;Kraków, Kraków , Prądnik Biały, Azory, Weissa;Wojciecha Weissa, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-339, Polska;(50.0874389, 19.9094303, 0.0);50.0874389;19.9094303;0.0;POINT (565037.9198166056 247083.3829868166)
92;Mieszkanie, 57 m², Kraków;Kraków , Mistrzejowice;2 pokoje;505000.0;57.0;8860.0;https://www.otodom.pl/oferta/mieszkanie-57-m-krakow-ID44Csw.html#e7b1ebfb0e;2020-02-10 18:47:24.636181;"""Kraków""";"Kraków, Kraków , Mistrzejowice, ""Kraków""";Lądowisko Rakowice-Czyżyny, Stefana Jurczaka, Czyżyny, Kraków, województwo małopolskie, 31-634, Polska;(50.0846957, 19.9886787, 0.0);50.0846957;19.9886787;0.0;POINT (570709.3112874664 246850.4873105474)
98;Kraków, Nowa Huta, os. Hutnicze - 2 pokoje, 54 m2;Kraków , Nowa Huta;2 pokoje;355000.0;54.0;6574.0;https://www.otodom.pl/oferta/krakow-nowa-huta-os-hutnicze-2-pokoje-54-m2-ID44Crd.html#e7b1ebfb0e;2020-02-10 18:47:24.637209;Hutnicze;Kraków, Kraków , Nowa Huta, Hutnicze;Osiedle Hutnicze, Osiedle Na Skarpie, Nowa Huta, Kraków, województwo małopolskie, Polska;(50.0727517, 20.0454692, 0.0);50.0727517;20.0454692;0.0;POINT (574789.4141547376 245578.2219592398)
103;Mieszkanie Mogilska 29 mkw idealne pod inwestycję;Kraków , Grzegórzki;1 pokój;321751.44;29.16;11034.0;https://www.otodom.pl/oferta/mieszkanie-mogilska-29-mkw-idealne-pod-inwestycje-ID3yBFp.html#e7b1ebfb0e;2020-02-10 18:47:24.637209;Mogilska;Kraków, Kraków , Grzegórzki, Mogilska;Mogilska, Osiedle Oficerskie, Grzegórzki, Kraków, województwo małopolskie, 31-526, Polska;(50.0666138, 19.9645711, 0.0);50.0666138;19.9645711;0.0;POINT (569011.1389877439 244818.1431406736)
104;Apartament w nowej inwestycji Zbożowa/ Prądnicka;Kraków , Krowodrza;2 pokoje;584000.0;43.2;13519.0;https://www.otodom.pl/oferta/apartament-w-nowej-inwestycji-zbozowa-pradnicka-ID3HMUY.html#e7b1ebfb0e;2020-02-10 18:47:24.637209;Zbożowa;Kraków, Kraków , Krowodrza, Zbożowa;Zbożowa, Kleparz, Krowodrza, Kraków, województwo małopolskie, 30-002, Polska;(50.0786614, 19.9369787, 0.0);50.0786614;19.9369787;0.0;POINT (567020.2515605342 246132.112717892)
106;Wykończony apartament Nadwiślańska 135 mkw;Kraków , Podgórze;6 pokoi;2200000.0;135.0;16296.0;https://www.otodom.pl/oferta/wykonczony-apartament-nadwislanska-135-mkw-ID415Zv.html#e7b1ebfb0e;2020-02-10 18:47:24.637209;Nadwiślańska;Kraków, Kraków , Podgórze, Nadwiślańska;Nadwiślańska, Podgórze, Kraków, województwo małopolskie, 30-527, Polska;(50.0478058, 19.954043, 0.0);50.0478058;19.954043;0.0;POINT (568284.5988071965 242717.9699587375)
114;Licytacja mieszkanai * 41,17 m2 * ul. Płaszowska;Kraków , Podgórze;2 pokoje;216582.0;41.17;5261.0;https://www.otodom.pl/oferta/licytacja-mieszkanai-41-17-m2-ul-plaszowska-ID44Clp.html#51e2ab8c8f;2020-02-10 18:47:25.688923;Płaszowska;Kraków, Kraków , Podgórze, Płaszowska;Płaszowska, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-712, Polska;(50.0439921, 19.9741265, 0.0);50.0439921;19.9741265;0.0;POINT (569727.5547931304 242312.6228475543)
116;Gotowiec Inwestycyjny, Mistrzejowice, Os. Piastów;Kraków , Mistrzejowice;5 pokoi;499000.0;56.0;8911.0;https://www.otodom.pl/oferta/gotowiec-inwestycyjny-mistrzejowice-os-piastow-ID44CkO.html#51e2ab8c8f;2020-02-10 18:47:25.689919;Mistrzejowicka;Kraków, Kraków , Mistrzejowice, Mistrzejowicka;Mistrzejowicka, Mistrzejowice, Kraków, województwo małopolskie, 31-638, Polska;(50.094553, 20.0276976, 0.0);50.094553;20.0276976;0.0;POINT (573484.7766830483 247983.7896609353)
134;Mieszkanie, 69 m², Kraków;Kraków , Mistrzejowice;3 pokoje;640000.0;69.0;9275.0;https://www.otodom.pl/oferta/mieszkanie-69-m-krakow-ID44Chr.html#51e2ab8c8f;2020-02-10 18:47:25.689919;"""Kraków""";"Kraków, Kraków , Mistrzejowice, ""Kraków""";Lądowisko Rakowice-Czyżyny, Stefana Jurczaka, Czyżyny, Kraków, województwo małopolskie, 31-634, Polska;(50.0846957, 19.9886787, 0.0);50.0846957;19.9886787;0.0;POINT (570709.3112874664 246850.4873105474)
137;Mieszkanie na Zakrzówku, idealne dla rodziny;Kraków , Dębniki;4 pokoje;780000.0;92.0;8478.0;https://www.otodom.pl/oferta/mieszkanie-na-zakrzowku-idealne-dla-rodziny-ID44oFi.html#a4ecda7d5f;2020-02-10 18:47:26.742408;Rodziny;Kraków, Kraków , Dębniki, Rodziny;"Przychodnia Zdrowia Rodziny ""Pro Humana Vita"", Wacława Lipińskiego, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-349, Polska";(50.0269954, 19.9228991, 0.0);50.0269954;19.9228991;0.0;POINT (566084.1012761064 240376.9152774606)
145;Mieszkanie 70,40m², Kraków, Wola Duchacka Zachód;Kraków , Podgórze Duchackie, Wola Duchacka;4 pokoje;540000.0;70.4;7670.0;https://www.otodom.pl/oferta/mieszkanie-70-40m-krakow-wola-duchacka-zachod-ID44BlY.html#a4ecda7d5f;2020-02-10 18:47:26.743406;Duchacka;Kraków, Kraków , Podgórze Duchackie, Wola Duchacka, Duchacka;Kraków Bonarka, Kładka pieszo-rowerowa, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-416, Polska;(50.0293189, 19.9462275, 0.0);50.0293189;19.9462275;0.0;POINT (567751.2342442736 240656.0522081703)
146;Kozłówek - kawalerka po remoncie, mpec;Kraków , Bieżanów-Prokocim, Kozłówek;1 pokój;279000.0;25.0;11160.0;https://www.otodom.pl/oferta/kozlowek-kawalerka-po-remoncie-mpec-ID44Cfz.html#a4ecda7d5f;2020-02-10 18:47:26.743406;Kozłówce;Kraków, Kraków , Bieżanów-Prokocim, Kozłówek, Kozłówce;Na Kozłówce, Osiedle Kozłówek, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-664, Polska;(50.0187848, 19.9821103, 0.0);50.0187848;19.9821103;0.0;POINT (570335.8320297964 239518.3362252237)
150;4 pokojowy apartament w Bronowicach;Kraków , Bronowice;4 pokoje;989000.0;100.0;9890.0;https://www.otodom.pl/oferta/4-pokojowy-apartament-w-bronowicach-ID44CeH.html#a4ecda7d5f;2020-02-10 18:47:26.743406;Bronowicka;Kraków, Kraków , Bronowice, Bronowicka;Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-092, Polska;(50.0778252, 19.9008289, 0.0);50.0778252;19.9008289;0.0;POINT (564435.6860522896 246007.3624577383)
151;Na sprzedaż 3 pokojowe mieszkanie Zabłocie;Kraków , Podgórze, Zabłocie;3 pokoje;849000.0;75.74;11209.0;https://www.otodom.pl/oferta/na-sprzedaz-3-pokojowe-mieszkanie-zablocie-ID44CeF.html#a4ecda7d5f;2020-02-10 18:47:26.743406;Zabłocie;Kraków, Kraków , Podgórze, Zabłocie, Zabłocie;Zabłocie, Podgórze, Kraków, województwo małopolskie, 30-701, Polska;(50.050241, 19.9619043, 0.0);50.050241;19.9619043;0.0;POINT (568843.7698691209 242995.8532821322)
152;NOWOŚĆ - II poziomowe + garaż, ogród ! Balicka ok;Kraków , Bronowice;3 pokoje;530000.0;89.09;5949.0;https://www.otodom.pl/oferta/nowosc-ii-poziomowe-garaz-ogrod-balicka-ok-ID44CdZ.html#a4ecda7d5f;2020-02-10 18:47:26.743406;Balicka;Kraków, Kraków , Bronowice, Balicka;Balicka, Bronowice Małe, Bronowice, Kraków, województwo małopolskie, 31-356, Polska;(50.0821293, 19.8840666, 0.0);50.0821293;19.8840666;0.0;POINT (563231.0450569391 246471.4412929667)
153;Kraków Mieszkanie z ogródkiem 2 pokoje Bronowice;Kraków , Bronowice;2 pokoje;464000.0;55.77;8320.0;https://www.otodom.pl/oferta/krakow-mieszkanie-z-ogrodkiem-2-pokoje-bronowice-ID44fhA.html#a4ecda7d5f;2020-02-10 18:47:26.743406;"""Kraków""";"Kraków, Kraków , Bronowice, ""Kraków""";Kraków Mydlniki, Generała Bolesława Wieniawy-Długoszowskiego, Mydlniki, Bronowice, Kraków, województwo małopolskie, 30-149, Polska;(50.0835967, 19.8596997, 0.0);50.0835967;19.8596997;0.0;POINT (561486.3987794621 246614.2021077145)
154;Kozłówek - możliwość zrobienia 3 pokoi, do remontu;Kraków , Bieżanów-Prokocim, Kozłówek;3 pokoje;380000.0;45.0;8444.0;https://www.otodom.pl/oferta/kozlowek-mozliwosc-zrobienia-3-pokoi-do-remontu-ID44CdT.html#a4ecda7d5f;2020-02-10 18:47:26.743406;Kozłówce;Kraków, Kraków , Bieżanów-Prokocim, Kozłówek, Kozłówce;Na Kozłówce, Osiedle Kozłówek, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-664, Polska;(50.0187848, 19.9821103, 0.0);50.0187848;19.9821103;0.0;POINT (570335.8320297964 239518.3362252237)
168;2 Oddzielne Pokoje - Aleje Mickiewicza - Centrum;Kraków , Stare Miasto;2 pokoje;519000.0;40.0;12975.0;https://www.otodom.pl/oferta/2-oddzielne-pokoje-aleje-mickiewicza-centrum-ID44CbZ.html#5a3ac0e744;2020-02-10 18:47:27.764237;Mickiewicza;Kraków, Kraków , Stare Miasto, Mickiewicza;Pomnik Adama Mickiewicza, Rynek Główny, Stare Miasto, Kraków, województwo małopolskie, Polska;(50.0614663, 19.93799022, 0.0);50.0614663;19.93799022;0.0;POINT (567116.5978517713 244221.7862579739)
170;4 pokoje, 75 m2, Płaszów, okol. ul. Saskiej;Kraków , Podgórze, Płaszów;4 pokoje;565000.0;75.0;7533.0;https://www.otodom.pl/oferta/4-pokoje-75-m2-plaszow-okol-ul-saskiej-ID44Cb3.html#5a3ac0e744;2020-02-10 18:47:27.765234;Płaszów;Kraków, Kraków , Podgórze, Płaszów, Płaszów;Kraków Płaszów, Peron 2 - moderniacja, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-902, Polska;(50.0345327, 19.9754459, 0.0);50.0345327;19.9754459;0.0;POINT (569835.7166101226 241262.450246132)
171;3 pokoje, 58 m2, Płaszów, okol. ul. Saskiej;Kraków , Podgórze, Płaszów;3 pokoje;450000.0;58.0;7759.0;https://www.otodom.pl/oferta/3-pokoje-58-m2-plaszow-okol-ul-saskiej-ID44CaT.html#5a3ac0e744;2020-02-10 18:47:27.765234;Płaszów;Kraków, Kraków , Podgórze, Płaszów, Płaszów;Kraków Płaszów, Peron 2 - moderniacja, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-902, Polska;(50.0345327, 19.9754459, 0.0);50.0345327;19.9754459;0.0;POINT (569835.7166101226 241262.450246132)
174;Apartamenty Działkowa C7-do odbioru VI 2020;Kraków , Bieżanów-Prokocim;3 pokoje;392805.0;54.18;7250.0;https://www.otodom.pl/oferta/apartamenty-dzialkowa-c7-do-odbioru-vi-2020-ID41a4W.html#5a3ac0e744;2020-02-10 18:47:27.765234;Działkowa;Kraków, Kraków , Bieżanów-Prokocim, Działkowa;Działkowa, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-854, Polska;(50.0220962, 20.0174934, 0.0);50.0220962;20.0174934;0.0;POINT (572864.8105122502 239920.2790303715)
175;Apartamenty Działkowa B1 z pięknym tarasem pow.45m;Kraków , Bieżanów-Prokocim;3 pokoje;442818.0;60.66;7300.0;https://www.otodom.pl/oferta/apartamenty-dzialkowa-b1-z-pieknym-tarasem-pow-45m-ID41a4m.html#5a3ac0e744;2020-02-10 18:47:27.765234;Działkowa;Kraków, Kraków , Bieżanów-Prokocim, Działkowa;Działkowa, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-854, Polska;(50.0220962, 20.0174934, 0.0);50.0220962;20.0174934;0.0;POINT (572864.8105122502 239920.2790303715)
176;Apartamenty Działkowa B6-do odbioru VI 2020;Kraków , Bieżanów-Prokocim;3 pokoje;416208.0;60.32;6900.0;https://www.otodom.pl/oferta/apartamenty-dzialkowa-b6-do-odbioru-vi-2020-ID41a4r.html#5a3ac0e744;2020-02-10 18:47:27.765234;Działkowa;Kraków, Kraków , Bieżanów-Prokocim, Działkowa;Działkowa, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-854, Polska;(50.0220962, 20.0174934, 0.0);50.0220962;20.0174934;0.0;POINT (572864.8105122502 239920.2790303715)
177;Apartamenty Działkowa C12-do odbioru VI 2020;Kraków , Bieżanów-Prokocim;3 pokoje;380068.0;51.71;7350.0;https://www.otodom.pl/oferta/apartamenty-dzialkowa-c12-do-odbioru-vi-2020-ID41a59.html#5a3ac0e744;2020-02-10 18:47:27.765234;Działkowa;Kraków, Kraków , Bieżanów-Prokocim, Działkowa;Działkowa, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-854, Polska;(50.0220962, 20.0174934, 0.0);50.0220962;20.0174934;0.0;POINT (572864.8105122502 239920.2790303715)
178;Apartamenty Działkowa B13-do odbioru VI 2020;Kraków , Bieżanów-Prokocim;2 pokoje;314652.0;40.34;7800.0;https://www.otodom.pl/oferta/apartamenty-dzialkowa-b13-do-odbioru-vi-2020-ID44pGL.html#5a3ac0e744;2020-02-10 18:47:27.766233;Działkowa;Kraków, Kraków , Bieżanów-Prokocim, Działkowa;Działkowa, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-854, Polska;(50.0220962, 20.0174934, 0.0);50.0220962;20.0174934;0.0;POINT (572864.8105122502 239920.2790303715)
179;Kraków, Kazimierza Wlk 70m2 od właściciela!;Kraków , Krowodrza;4 pokoje;655000.0;70.0;9357.0;https://www.otodom.pl/oferta/krakow-kazimierza-wlk-70m2-od-wlasciciela-ID43Pvu.html#5a3ac0e744;2020-02-10 18:47:27.766233;Kazimierza;Kraków, Kraków , Krowodrza, Kazimierza;Kazimierza Wielkiego, Łobzów, Krowodrza, Kraków, województwo małopolskie, 30-053, Polska;(50.0747782, 19.9130924, 0.0);50.0747782;19.9130924;0.0;POINT (565317.0125641699 245679.3376280712)
180;Kraków – Grzegórzki – ul. Rzeźnicza – 57 m2;Kraków , Grzegórzki;2 pokoje;540000.0;57.0;9474.0;https://www.otodom.pl/oferta/krakow-grzegorzki-ul-rzeznicza-57-m2-ID44C9y.html#5a3ac0e744;2020-02-10 18:47:27.766233;"""Kraków""";"Kraków, Kraków , Grzegórzki, ""Kraków""";Kraków Główny, Peron 3, Wesoła, Stare Miasto, Kraków, województwo małopolskie, 30-901, Polska;(50.0686663, 19.947802, 0.0);50.0686663;19.947802;0.0;POINT (567808.5033167193 245030.9240660574)
182;Wiślane Tarasy 2.0 - nowy ekskluzywny apartament;Kraków , Grzegórzki;2 pokoje;970000.0;53.57;18107.0;https://www.otodom.pl/oferta/wislane-tarasy-2-0-nowy-ekskluzywny-apartament-ID441jI.html#5a3ac0e744;2020-02-10 18:47:27.766233;Wiślana;Kraków, Kraków , Grzegórzki, Wiślana;Mierzeja Wiślana, Mały Płaszów, Podgórze, Kraków, województwo małopolskie, 30-716, Polska;(50.038134, 20.0042085, 0.0);50.038134;20.0042085;0.0;POINT (571889.5218590654 241689.9986086423)
186;Kraków – Kazimierz – ul. Wrzesińska – 43 m2;Kraków , Stare Miasto, Kazimierz;3 pokoje;470000.0;43.0;10930.0;https://www.otodom.pl/oferta/krakow-kazimierz-ul-wrzesinska-43-m2-ID44C8m.html#5a3ac0e744;2020-02-10 18:47:27.767228;"""Kraków""";"Kraków, Kraków , Stare Miasto, Kazimierz, ""Kraków""";Biblioteka Kraków Filia 2, 29, Krakowska, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-062, Polska;(50.0491954, 19.9428537, 0.0);50.0491954;19.9428537;0.0;POINT (567481.800806875 242862.259914238)
189;Sprzedam mieszkanie Kraków ul. Św. Wawrzyńca;Kraków , Stare Miasto;2 pokoje;780000.0;54.0;14444.0;https://www.otodom.pl/oferta/sprzedam-mieszkanie-krakow-ul-sw-wawrzynca-ID44wJb.html#eace19cb28;2020-02-10 18:47:28.749886;"""Kraków""";"Kraków, Kraków , Stare Miasto, ""Kraków""";Kraków, województwo małopolskie, Polska;(50.0619474, 19.9368564, 0.0);50.0619474;19.9368564;0.0;POINT (567034.7997178583 244274.2426178176)
