;opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data;ulica;lokator_ulica_dzielnica;geo_location;point;latitude;longitude;altitude;geometry
37;Własne Miejsce - Piaski Nowe Bochenka 42,18 m.;Kraków , Podgórze Duchackie;2 pokoje;316350.0;42.18;7500.0;https://www.otodom.pl/oferta/wlasne-miejsce-piaski-nowe-bochenka-42-18-m-ID44uwK.html#bcc2421ba9;2020-02-16 19:37:28.925363;Bochenka;Kraków , Podgórze Duchackie, Bochenka;Adama Bochenka, Podlesie, Podgórze Duchackie, Kraków, województwo małopolskie, 30-667, Polska;(50.013036, 19.979095, 0.0);50.013036;19.979095;0.0;POINT (570128.2560410569 238876.5323628979)
38;Apartament Sosnowiecka wykończony;Kraków , Bronowice;1 pokój;362000.0;33.16;10917.0;https://www.otodom.pl/oferta/apartament-sosnowiecka-wykonczony-ID44BSK.html#bcc2421ba9;2020-02-16 19:37:28.925363;Sosnowiecka;Kraków , Bronowice, Sosnowiecka;Sosnowiecka, Bronowice Wielkie, Bronowice, Delegatura Kraków-Krowodrza, Kraków, województwo małopolskie, 31-345, Polska;(50.092531, 19.8931526, 0.0);50.092531;19.8931526;0.0;POINT (563867.0684092317 247635.3261533063)
44;4 pokojowe mieszkanie w zielonej części Bronowic;Kraków , Bronowice;4 pokoje;450700.0;66.0;6829.0;https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-w-zielonej-czesci-bronowic-ID44Ado.html#bcc2421ba9;2020-02-16 19:37:28.925363;Bronowicka;Kraków , Bronowice, Bronowicka;Bronowicka, Stara Krowodrza, Bronowice, Delegatura Kraków-Krowodrza, Kraków, województwo małopolskie, 30-084, Polska;(50.0769526, 19.9030181, 0.0);50.0769526;19.9030181;0.0;POINT (564593.4482024474 245912.2633061446)
45;Gotowe 3 pokoje, zielona część Bronowic;Kraków , Prądnik Biały, Bronowice Wielkie;3 pokoje;396000.0;57.0;6947.0;https://www.otodom.pl/oferta/gotowe-3-pokoje-zielona-czesc-bronowic-ID44Adp.html#bcc2421ba9;2020-02-16 19:37:28.925363;Dzielna;Kraków , Prądnik Biały, Bronowice Wielkie, Dzielna;Dzielna, Bronowice Wielkie, Bronowice, Delegatura Kraków-Krowodrza, Kraków, województwo małopolskie, 31-346, Polska;(50.0985888, 19.8879762, 0.0);50.0985888;19.8879762;0.0;POINT (563488.9167097276 248304.2412467012)
49;5 pokoi / 95 M 2 / Stare Miasto/ Józefa Dietla;Kraków , Stare Miasto;5 pokoi;740000.0;95.2;7773.0;https://www.otodom.pl/oferta/5-pokoi-95-m-2-stare-miasto-jozefa-dietla-ID442X0.html#bcc2421ba9;2020-02-16 19:37:28.925363;Józefa;Kraków , Stare Miasto, Józefa;Józefa, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-144, Polska;(50.0505267, 19.9441002, 0.0);50.0505267;19.9441002;0.0;POINT (567569.144390111 243011.3595584659)
51;2 pok. /53m2/Podgórze/Kurdwanów/ul. Bujaka;Kraków , Podgórze Duchackie, Kurdwanów;2 pokoje;399000.0;53.0;7528.0;https://www.otodom.pl/oferta/2-pok-53m2-podgorze-kurdwanow-ul-bujaka-ID4489u.html#bcc2421ba9;2020-02-16 19:37:28.925363;Bujaka;Kraków , Podgórze Duchackie, Kurdwanów, Bujaka;Bujaka, Kurdwanów, Podgórze Duchackie, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, Polska;(50.009635200000005, 19.948395750000003, 0.0);50.009635200000005;19.948395750000003;0.0;POINT (567934.2337184104 238470.1971203024)
55;Apartamenty Novum - Rakowicka - Śródmieście.;Kraków , Stare Miasto;2 pokoje;897000.0;64.17;13978.0;https://www.otodom.pl/oferta/apartamenty-novum-rakowicka-srodmiescie-ID4491z.html#e7b1ebfb0e;2020-02-16 19:37:30.003232;Rakowicka;Kraków , Stare Miasto, Rakowicka;Rakowicka, Warszawskie, Grzegórzki, Delegatura Kraków-Śródmieście, Kraków, województwo małopolskie, 31-520, Polska;(50.0751438, 19.9577519, 0.0);50.0751438;19.9577519;0.0;POINT (568511.1065507758 245759.9750759406)
56;Mieszkanie, 89 m², Kraków;Kraków , Stare Miasto;3 pokoje;858000.0;89.0;9640.0;https://www.otodom.pl/oferta/mieszkanie-89-m-krakow-ID3Fyug.html#e7b1ebfb0e;2020-02-16 19:37:30.003232;"""Kraków""";"Kraków , Stare Miasto, ""Kraków""";Kraków, województwo małopolskie, Polska;(50.0619474, 19.9368564, 0.0);50.0619474;19.9368564;0.0;POINT (567034.7997178583 244274.2426178176)
67;2 pokoje-Krowodrza-ul. Siemaszki;Kraków , Krowodrza;2 pokoje;411000.0;47.64;8627.0;https://www.otodom.pl/oferta/2-pokoje-krowodrza-ul-siemaszki-ID43TPP.html#e7b1ebfb0e;2020-02-16 19:37:30.003232;Siemaszki;Kraków , Krowodrza, Siemaszki;Księdza Kazimierza Siemaszki, Prądnik Biały, Kraków, województwo małopolskie, 31-207, Polska;(50.0841963, 19.9396862, 0.0);50.0841963;19.9396862;0.0;POINT (567206.1715978096 246749.7502485262)
71;Widokowe dwupokojowe z jasną kuchnią Żabiniec;Kraków , Prądnik Biały;2 pokoje;480000.0;48.4;9917.0;https://www.otodom.pl/oferta/widokowe-dwupokojowe-z-jasna-kuchnia-zabiniec-ID44ERi.html#e7b1ebfb0e;2020-02-16 19:37:30.003232;Żabiniec;Kraków , Prądnik Biały, Żabiniec;Żabiniec, Prądnik Biały, Kraków, województwo małopolskie, 31-200, Polska;(50.0851745, 19.9473248, 0.0);50.0851745;19.9473248;0.0;POINT (567751.0951210554 246865.3778822608)
83;Kawalerka Pod Klucz, Chełmońskiego Bronowice;Kraków , Bronowice;1 pokój;315000.0;23.0;13696.0;https://www.otodom.pl/oferta/kawalerka-pod-klucz-chelmonskiego-bronowice-ID3VO4I.html#51e2ab8c8f;2020-02-16 19:37:31.081103;Chełmońskiego;Kraków , Bronowice, Chełmońskiego;Józefa Chełmońskiego, Bronowice Wielkie, Bronowice, Delegatura Kraków-Krowodrza, Kraków, województwo małopolskie, 31-346, Polska;(50.0983351, 19.890461, 0.0);50.0983351;19.890461;0.0;POINT (563666.9097622773 248278.1576568913)
84;Mieszkanie, 72 m², Kraków;Kraków , Stare Miasto;2 pokoje;795000.0;72.0;11042.0;https://www.otodom.pl/oferta/mieszkanie-72-m-krakow-ID44HYz.html#51e2ab8c8f;2020-02-16 19:37:31.081103;"""Kraków""";"Kraków , Stare Miasto, ""Kraków""";Kraków, województwo małopolskie, Polska;(50.0619474, 19.9368564, 0.0);50.0619474;19.9368564;0.0;POINT (567034.7997178583 244274.2426178176)
85;Mieszkanie 2-pok z garażem - Solvay Park;Kraków , Łagiewniki-Borek Fałęcki;2 pokoje;420000.0;54.0;7778.0;https://www.otodom.pl/oferta/mieszkanie-2-pok-z-garazem-solvay-park-ID44BGd.html#51e2ab8c8f;2020-02-16 19:37:31.081103;Solvaya;Kraków , Łagiewniki-Borek Fałęcki, Solvaya;Ernesta Solvaya, Osiedle Polana Żywiecka, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-427, Polska;(50.0141253, 19.9116839, 0.0);50.0141253;19.9116839;0.0;POINT (565298.4931948668 238936.5609450648)
88;Nowe, optymalne studio - doskonała komunikacja;Kraków , Prądnik Biały;1 pokój;276655.0;24.7;11201.0;https://www.otodom.pl/oferta/nowe-optymalne-studio-doskonala-komunikacja-ID44HY9.html#51e2ab8c8f;2020-02-16 19:37:31.081103;Nowe;Kraków , Prądnik Biały, Nowe;Prądnik Biały, Kraków, województwo małopolskie, Polska;(50.1035684, 19.953603106301202, 0.0);50.1035684;19.953603106301202;0.0;POINT (568173.9969429389 248915.5791220115)
92;Nowy, luksusowy - taras! widok! - Wiślane Tarasy;Kraków , Grzegórzki;3 pokoje;1036350.0;75.1;13800.0;https://www.otodom.pl/oferta/nowy-luksusowy-taras-widok-wislane-tarasy-ID44HV1.html#51e2ab8c8f;2020-02-16 19:37:31.081103;Nowy;Kraków , Grzegórzki, Nowy;Grzegórzki, Kraków, województwo małopolskie, Polska;(50.06497215, 19.968825516425383, 0.0);50.06497215;19.968825516425383;0.0;POINT (569317.8861738365 244639.6125098886)
95;Mieszkanie dwupoziomowe Kraków - Sidzina;Kraków , Dębniki, Sidzina;4 pokoje;579000.0;85.0;6812.0;https://www.otodom.pl/oferta/mieszkanie-dwupoziomowe-krakow-sidzina-ID44BH1.html#51e2ab8c8f;2020-02-16 19:37:31.096752;"""Kraków""";"Kraków , Dębniki, Sidzina, ""Kraków""";Kraków Sidzina, Topografów, Sidzina, Dębniki, Kraków, województwo małopolskie, 30-399, Polska;(49.9855309, 19.8746169, 0.0);49.9855309;19.8746169;0.0;POINT (562680.8089087415 235726.6111213788)
96;Mieszkanie 3 pokojowe 53 m2 Kraków, Opatkowice;Kraków , Swoszowice, Opatkowice;3 pokoje;477000.0;53.0;9000.0;https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-53-m2-krakow-opatkowice-ID44HU1.html#51e2ab8c8f;2020-02-16 19:37:31.096752;Opatkowicka;Kraków , Swoszowice, Opatkowice, Opatkowicka;Opatkowicka, Opatkowice, Swoszowice, Kraków, województwo małopolskie, 30-499, Polska;(49.9836953, 19.9160164, 0.0);49.9836953;19.9160164;0.0;POINT (565650.2256588747 235558.0975218732)
99;Mochnackiego, 3-pokojowe;Kraków , Podgórze;3 pokoje;614000.0;63.39;9686.0;https://www.otodom.pl/oferta/mochnackiego-3-pokojowe-ID445g7.html#51e2ab8c8f;2020-02-16 19:37:31.096752;Mochnackiego;Kraków , Podgórze, Mochnackiego;Maurycego Mochnackiego, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-633, Polska;(50.0238917, 19.9632851, 0.0);50.0238917;19.9632851;0.0;POINT (568980.3356590546 240068.4229162214)
100;Mieszkanie Kraków, Górka Narodowa, 2 pokoje.;Kraków , Prądnik Biały, Górka Narodowa;2 pokoje;414450.0;46.05;9000.0;https://www.otodom.pl/oferta/mieszkanie-krakow-gorka-narodowa-2-pokoje-ID44tBh.html#51e2ab8c8f;2020-02-16 19:37:31.096752;Góra;Kraków , Prądnik Biały, Górka Narodowa, Góra;"Schron amunicyjny ""Łysa Góra"", Węgrzecka, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-242, Polska";(50.105246, 19.96920205268595, 0.0);50.105246;19.96920205268595;0.0;POINT (569286.7417427578 249116.4023994775)
102;Kraków, ul. Nuszkiewicza - 2 pokoje;Kraków , Prądnik Czerwony;2 pokoje;329000.0;34.17;9628.0;https://www.otodom.pl/oferta/krakow-ul-nuszkiewicza-2-pokoje-ID44HQP.html#51e2ab8c8f;2020-02-16 19:37:31.096752;Nuszkiewicza;Kraków , Prądnik Czerwony, Nuszkiewicza;Majora Ryszarda Nuszkiewicza, Prądnik Czerwony, Kraków, województwo małopolskie, 31-406, Polska;(50.0899248, 19.9603925, 0.0);50.0899248;19.9603925;0.0;POINT (568678.8710124422 247405.308977291)
103;Jasne mieszkanie w ścisłym centrum Krakowa!!;Kraków , Stare Miasto;2 pokoje;399000.0;30.5;13082.0;https://www.otodom.pl/oferta/jasne-mieszkanie-w-scislym-centrum-krakowa-ID44E5J.html#51e2ab8c8f;2020-02-16 19:37:31.096752;Krakowa;Kraków , Stare Miasto, Krakowa;Muzeum Historyczne Miasta Krakowa, 35, Rynek Główny, Stare Miasto, Kraków, województwo małopolskie, 31-013, Polska;(50.0627747, 19.936496, 0.0);50.0627747;19.936496;0.0;POINT (567007.8599429791 244365.8735910375)
108;Kawalerka, 4/4 , 26m Strusia Bieńczyce Kraków;Kraków , Bieńczyce;1 pokój;266000.0;26.0;10231.0;https://www.otodom.pl/oferta/kawalerka-4-4-26m-strusia-bienczyce-krakow-ID44AwD.html#a4ecda7d5f;2020-02-16 19:37:31.940271;Strusia;Kraków , Bieńczyce, Strusia;Osiedle Józefa Strusia, Bieńczyce, Kraków, województwo małopolskie, Polska;(50.08848715, 20.009869196375526, 0.0);50.08848715;20.009869196375526;0.0;POINT (572219.1093478991 247292.180990384)
109;Penthouse z tarasem, Wisła, 5 min na Wawel, Gotowe;Kraków , Dębniki, Stare Dębniki;4 pokoje;2690000.0;130.0;20692.0;https://www.otodom.pl/oferta/penthouse-z-tarasem-wisla-5-min-na-wawel-gotowe-ID4400d.html#a4ecda7d5f;2020-02-16 19:37:31.940271;Wawel;Kraków , Dębniki, Stare Dębniki, Wawel;Wawel Service, 17, Borkowska, Osiedle Millenia Fort, Łagiewniki-Borek Fałęcki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-438, Polska;(50.0043354, 19.9049948, 0.0);50.0043354;19.9049948;0.0;POINT (564832.5687838288 237842.6034618132)
111;BEZPOŚREDNIO 3 pok, Ruczaj, os Europejskie, Piltza;Kraków , Dębniki;3 pokoje;630000.0;68.0;9265.0;https://www.otodom.pl/oferta/bezposrednio-3-pok-ruczaj-os-europejskie-piltza-ID44HPl.html#a4ecda7d5f;2020-02-16 19:37:31.940271;Piltza;Kraków , Dębniki, Piltza;Doktora Jana Piltza, Kobierzyn, Dębniki, Kraków, województwo małopolskie, 30-393, Polska;(50.0076191, 19.8888826, 0.0);50.0076191;19.8888826;0.0;POINT (563673.9910430006 238193.7397265434)
115;Mieszkanie-Nowa Huta, os Urocze, 68.50m2, 3 pokoje;Kraków , Nowa Huta;3 pokoje;500000.0;68.48;7301.0;https://www.otodom.pl/oferta/mieszkanie-nowa-huta-os-urocze-68-50m2-3-pokoje-ID44tsZ.html#a4ecda7d5f;2020-02-16 19:37:31.940271;Urocze;Kraków , Nowa Huta, Urocze;Osiedle Urocze, Nowa Huta, Delegatura Kraków-Nowa Huta, Kraków, województwo małopolskie, Polska;(50.0775, 20.0366667, 0.0);50.0775;20.0366667;0.0;POINT (574152.4005847176 246097.2179559674)
120;Mieszkanie 70m - BEZ POŚREDNIKÓW - ul. Torfowa;Kraków , Łagiewniki-Borek Fałęcki;3 pokoje;519000.0;70.0;7414.0;https://www.otodom.pl/oferta/mieszkanie-70m-bez-posrednikow-ul-torfowa-ID443s0.html#a4ecda7d5f;2020-02-16 19:37:31.940271;Torfowa;Kraków , Łagiewniki-Borek Fałęcki, Torfowa;Torfowa, Kobierzyn, Łagiewniki-Borek Fałęcki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-384, Polska;(50.0174968, 19.9091415, 0.0);50.0174968;19.9091415;0.0;POINT (565111.8423839355 239309.0829508258)
121;Magiczne 50 m2 dla rześkich duchem, Wysłouchów;Kraków , Podgórze Duchackie, Kurdwanów;2 pokoje;374000.0;50.0;7480.0;https://www.otodom.pl/oferta/magiczne-50-m2-dla-rzeskich-duchem-wyslouchow-ID44iWw.html#a4ecda7d5f;2020-02-16 19:37:31.940271;Wysłouchów;Kraków , Podgórze Duchackie, Kurdwanów, Wysłouchów;Wysłouchów, Marii i Bolesława Wysłouchów, Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, 30-611, Polska;(50.0082278, 19.951703, 0.0);50.0082278;19.951703;0.0;POINT (568173.1214385193 238316.7762070829)
125;Do zamieszkania w pobliżu kina Kijów, Kraków;Kraków , Zwierzyniec;2 pokoje;420000.0;36.3;11570.0;https://www.otodom.pl/oferta/do-zamieszkania-w-poblizu-kina-kijow-krakow-ID44HLD.html#a4ecda7d5f;2020-02-16 19:37:31.940271;"""Kraków""";"Kraków , Zwierzyniec, ""Kraków""";Muzeum Narodowe w Krakowie, 1, Aleja 3 Maja, Półwsie Zwierzynieckie, Delegatura Kraków-Krowodrza, Kraków, województwo małopolskie, 30-062, Polska;(50.06043135, 19.923620120041726, 0.0);50.06043135;19.923620120041726;0.0;POINT (566089.8027582596 244093.943053714)
128;*Nowa INWESTYCJA*Świetna lokalizacja!! Łagiewniki;Kraków , Łagiewniki-Borek Fałęcki;1 pokój;327000.0;34.41;9503.0;https://www.otodom.pl/oferta/nowa-inwestycjaswietna-lokalizacja-lagiewniki-ID41a9J.html#a4ecda7d5f;2020-02-16 19:37:31.940271;Nowa;Kraków , Łagiewniki-Borek Fałęcki, Nowa;Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, Polska;(50.01602785, 19.927999896091713, 0.0);50.01602785;19.927999896091713;0.0;POINT (566464.4688344112 239162.403408098)
131;Wyjątkowy przestronny apartament Bieńczyce 135m2;Kraków , Bieńczyce;5 pokoi;695000.0;135.0;5148.0;https://www.otodom.pl/oferta/wyjatkowy-przestronny-apartament-bienczyce-135m2-ID43hxT.html#a4ecda7d5f;2020-02-16 19:37:31.940271;Bieńczyckie;Kraków , Bieńczyce, Bieńczyckie;Planty Bieńczyckie, Bieńczyce, Kraków, województwo małopolskie, 31-845, Polska;(50.08937935, 20.011360169078962, 0.0);50.08937935;20.011360169078962;0.0;POINT (572324.3890057355 247392.7915977798)
132;40m2 2 osobne pokoje miejsce parkingowe Prądnik;Kraków , Prądnik Biały;2 pokoje;420000.0;40.0;10500.0;https://www.otodom.pl/oferta/40m2-2-osobne-pokoje-miejsce-parkingowe-pradnik-ID44HJ8.html#a4ecda7d5f;2020-02-16 19:37:31.940271;Prądnika;Kraków , Prądnik Biały, Prądnika;Prądnik Biały, Kraków, województwo małopolskie, Polska;(50.0955225, 19.9283169, 0.0);50.0955225;19.9283169;0.0;POINT (566377.4070532473 247998.4942823648)
133;Mieszkanie, Kraków Chełmońskiego;Kraków , Bronowice, Bronowice Małe;2 pokoje;550000.0;46.3;11879.0;https://www.otodom.pl/oferta/mieszkanie-krakow-chelmonskiego-ID44BIh.html#a4ecda7d5f;2020-02-16 19:37:31.940271;"""Kraków""";"Kraków , Bronowice, Bronowice Małe, ""Kraków""";Kraków Mydlniki, Generała Bolesława Wieniawy-Długoszowskiego, Mydlniki, Bronowice, Kraków, województwo małopolskie, 30-149, Polska;(50.0835967, 19.8596997, 0.0);50.0835967;19.8596997;0.0;POINT (561486.3987794621 246614.2021077145)
