54,50 m²;3 pokoje / Gotowe / zielona okolica;Kraków , Dębniki, Kliny-Zacisze;3 pokoje;392 900 zł;54,50 m²;7 209 zł/m²;https://www.otodom.pl/oferta/3-pokoje-gotowe-zielona-okolica-ID44OuH.html#e7b1ebfb0e;2020-02-23 10:11:04.957659;3;3;2020
225 m²;Obniżka Ceny! Apartament na Kazimierzu w Krakowie;Kraków , Stare Miasto, Kazimierz;5 pokoi;3 900 000 zł;225 m²;17 333 zł/m²;https://www.otodom.pl/oferta/obnizka-ceny-apartament-na-kazimierzu-w-krakowie-ID3IKbi.html#e7b1ebfb0e;2020-02-23 10:11:06.109547;;;
70,80 m²;Bezpośrednio • ul. Lea • po aranżacji • + garaż;Kraków , Krowodrza;4 pokoje;724 000 zł;70,80 m²;10 226 zł/m²;https://www.otodom.pl/oferta/bezposrednio-ul-lea-po-aranzacji-garaz-ID44EKL.html#e7b1ebfb0e;2020-02-23 10:11:07.029363;1;4;1997
58,81 m²;Apartament Krowodrza Lea Residence, nowy 58m2;Kraków , Krowodrza;2 pokoje;693 958 zł;58,81 m²;11 800 zł/m²;https://www.otodom.pl/oferta/apartament-krowodrza-lea-residence-nowy-58m2-ID44Oug.html#e7b1ebfb0e;2020-02-23 10:11:07.838849;4;5;2010
60,30 m²;Mieszkanie 3 pokojowe ul. Wiśniowa, Olsza, Kraków;Kraków , Grzegórzki, Olsza;3 pokoje;537 000 zł;60,30 m²;8 905 zł/m²;https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-ul-wisniowa-olsza-krakow-ID44Ebo.html#51e2ab8c8f;2020-02-23 10:11:10.994947;;;
51 m²;2 / 3 pokojowe mieszkanie balkon Przewóz 51m2 3pię;Kraków , Podgórze;2 pokoje;450 000 zł;51 m²;8 824 zł/m²;https://www.otodom.pl/oferta/2-3-pokojowe-mieszkanie-balkon-przewoz-51m2-3pie-ID44rg8.html#51e2ab8c8f;2020-02-23 10:11:12.120938;;;
42 m²;Studio w Starym Mieście;Kraków , Stare Miasto;1 pokój;602 900 zł;42 m²;14 355 zł/m²;https://www.otodom.pl/oferta/studio-w-starym-miescie-ID43E9o.html#51e2ab8c8f;2020-02-23 10:11:13.244224;1;4;1896
56,50 m²;Mieszkanie 3 pokoje wysoki standard Prądnik Biały;Kraków , Prądnik Biały;3 pokoje;600 000 zł;56,50 m²;10 619 zł/m²;https://www.otodom.pl/oferta/mieszkanie-3-pokoje-wysoki-standard-pradnik-bialy-ID44Otr.html#51e2ab8c8f;2020-02-23 10:11:14.269879;7;8;2014
32,32 m²;Galinvest Głowackiego piętro 5 pow. 32,32 m2 2-pok;Kraków , Bronowice;2 pokoje;349 000 zł;32,32 m²;10 798 zł/m²;https://www.otodom.pl/oferta/galinvest-glowackiego-pietro-5-pow-32-32-m2-2-pok-ID44B2Y.html#51e2ab8c8f;2020-02-23 10:11:15.375032;5;5;2021
34,50 m²;Kawalerka z możliwością podziału/ Park Lotników;Kraków , Grzegórzki;1 pokój;426 188 zł;34,50 m²;12 353 zł/m²;https://www.otodom.pl/oferta/kawalerka-z-mozliwoscia-podzialu-park-lotnikow-ID44Oth.html#51e2ab8c8f;2020-02-23 10:11:16.364945;;;
51,50 m²;3 pokoje, bezpośrednio przy Parku Lotników;Kraków , Grzegórzki;3 pokoje;513 455 zł;51,50 m²;9 970 zł/m²;https://www.otodom.pl/oferta/3-pokoje-bezposrednio-przy-parku-lotnikow-ID44Otf.html#51e2ab8c8f;2020-02-23 10:11:17.998337;1;4;2021
26,56 m²;1 Pok. | Rakowicka | Novum II | Stare Miasto |Eng.;Kraków , Stare Miasto;1 pokój;355 500 zł;26,56 m²;13 385 zł/m²;https://www.otodom.pl/oferta/1-pok-rakowicka-novum-ii-stare-miasto-eng-ID44Otd.html#51e2ab8c8f;2020-02-23 10:11:18.942389;0;6;2019
78,95 m²;4 pokoje / bezpośrednio przy Parku Lotników;Kraków , Grzegórzki;4 pokoje;844 650 zł;78,95 m²;10 699 zł/m²;https://www.otodom.pl/oferta/4-pokoje-bezposrednio-przy-parku-lotnikow-ID44Otc.html#51e2ab8c8f;2020-02-23 10:11:19.794052;3;4;2021
32,22 m²;Słoneczna kawalerka w sąsiedztwie Ronda Matecznego;Kraków , Podgórze;1 pokój;330 000 zł;32,22 m²;10 242 zł/m²;https://www.otodom.pl/oferta/sloneczna-kawalerka-w-sasiedztwie-ronda-matecznego-ID44GNl.html#51e2ab8c8f;2020-02-23 10:11:21.305803;3;4;1975
103 m²;Apartament pod zamkiem w Przegorzałach;Kraków , Zwierzyniec, Przegorzały;4 pokoje;1 200 000 zł;103 m²;11 650 zł/m²;https://www.otodom.pl/oferta/apartament-pod-zamkiem-w-przegorzalach-ID44m2u.html#51e2ab8c8f;2020-02-23 10:11:23.065060;0;2;2011
30,50 m²;2 pokojowe mieszkanie w ścisłym centrum Krakowa!!;Kraków , Stare Miasto;2 pokoje;370 000 zł;30,50 m²;12 131 zł/m²;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-w-scislym-centrum-krakowa-ID44E5J.html#51e2ab8c8f;2020-02-23 10:11:23.994534;0;2;1920
25,32 m²;Kawalerka 5 minut od Rynku Głównego!!;Kraków , Stare Miasto;1 pokój;315 000 zł;25,32 m²;12 441 zł/m²;https://www.otodom.pl/oferta/kawalerka-5-minut-od-rynku-glownego-ID44E6F.html#51e2ab8c8f;2020-02-23 10:11:24.909593;0;2;1920
70 m²;Kraków, Kazimierza Wlk 70m2 od właściciela!;Kraków , Krowodrza;4 pokoje;655 000 zł;70 m²;9 357 zł/m²;https://www.otodom.pl/oferta/krakow-kazimierza-wlk-70m2-od-wlasciciela-ID43Pvu.html#51e2ab8c8f;2020-02-23 10:11:25.742879;4;5;1994
39,67 m²;Alternatywa dla mieszkań inwestycyjnych/2 pokoje;Kraków , Śródmieście, Centrum;2 pokoje;321 327 zł;39,67 m²;8 100 zł/m²;https://www.otodom.pl/oferta/alternatywa-dla-mieszkan-inwestycyjnych-2-pokoje-ID44OjY.html#51e2ab8c8f;2020-02-23 10:11:26.726242;;;
61,24 m²;Wynajęte mieszkanie, 4.500 zł przychodu, ul. Lea99;Kraków , Krowodrza;4 pokoje;629 000 zł;61,24 m²;10 271 zł/m²;https://www.otodom.pl/oferta/wynajete-mieszkanie-4-500-zl-przychodu-ul-lea99-ID44oNT.html#51e2ab8c8f;2020-02-23 10:11:27.834066;4;4;1965
62 m²;Okazja! Mieszkanie 62m2. Krakow, ul. Halszki.;Kraków , Podgórze Duchackie, Kurdwanów;3 pokoje;490 000 zł;62 m²;7 903 zł/m²;https://www.otodom.pl/oferta/okazja-mieszkanie-62m2-krakow-ul-halszki-ID44O8A.html#51e2ab8c8f;2020-02-23 10:11:28.904191;0;4;1985
104 m²;Panoramiczne Duże Słoneczne 2Tarasy Garaż Ruczaj;Kraków , Dębniki;4 pokoje;999 000 zł;104 m²;9 606 zł/m²;https://www.otodom.pl/oferta/panoramiczne-duze-sloneczne-2tarasy-garaz-ruczaj-ID44ro7.html#51e2ab8c8f;2020-02-23 10:11:30.498351;10;11;2008
40,50 m²;Mieszkanie, 40,50 m², Kraków;Kraków , Prądnik Czerwony, Ugorek;2 pokoje;425 000 zł;40,50 m²;10 494 zł/m²;https://www.otodom.pl/oferta/mieszkanie-40-50-m-krakow-ID44KlB.html#51e2ab8c8f;2020-02-23 10:11:31.748774;3;4;2010
82 m²;Ciche Słoneczne Dwupoziomowe Rakowice/Śródmieście;Kraków , Śródmieście;4 pokoje;595 000 zł;82 m²;7 256 zł/m²;https://www.otodom.pl/oferta/ciche-sloneczne-dwupoziomowe-rakowice-srodmiescie-ID43sM0.html#51e2ab8c8f;2020-02-23 10:11:32.503373;2;3;2002
67 m²;Ładne Słoneczne Zadbane Z Tarasem Kobierzyn;Kraków , Dębniki, Kobierzyn;3 pokoje;575 000 zł;67 m²;8 582 zł/m²;https://www.otodom.pl/oferta/ladne-sloneczne-zadbane-z-tarasem-kobierzyn-ID43vdH.html#51e2ab8c8f;2020-02-23 10:11:33.512418;0;3;2010
73,22 m²;Przestronne Komfortowe 2 M.Garażowe 2 Duże Balkony;Kraków , Bronowice, Mydlniki;3 pokoje;599 000 zł;73,22 m²;8 181 zł/m²;https://www.otodom.pl/oferta/przestronne-komfortowe-2-m-garazowe-2-duze-balkony-ID43z0W.html#51e2ab8c8f;2020-02-23 10:11:34.414668;2;3;2010
60,01 m²;Centrum Stan Deweloperski Po Gen.Remoncie;Kraków , Zwierzyniec, Salwator;2 pokoje;630 000 zł;60,01 m²;10 498 zł/m²;https://www.otodom.pl/oferta/centrum-stan-deweloperski-po-gen-remoncie-ID43AB6.html#51e2ab8c8f;2020-02-23 10:11:35.656512;2;4;1950
40,30 m²;Grzegórzki Nowe Słoneczne 2 Pok/Oddzielna Kuchnia;Kraków , Grzegórzki;2 pokoje;559 000 zł;40,30 m²;13 871 zł/m²;https://www.otodom.pl/oferta/grzegorzki-nowe-sloneczne-2-pok-oddzielna-kuchnia-ID43UZN.html#51e2ab8c8f;2020-02-23 10:11:36.908622;4;7;2019
80 m²;Słoneczne Ciche Duże Balkon Taras Komórka Dębniki;Kraków , Dębniki;3 pokoje;720 000 zł;80 m²;9 000 zł/m²;https://www.otodom.pl/oferta/sloneczne-ciche-duze-balkon-taras-komorka-debniki-ID44mPE.html#51e2ab8c8f;2020-02-23 10:11:38.215441;3;4;2006
63,92 m²;Prestiżowa Lokalizacja Do Zamieszkania/Garaż/Pawia;Kraków , Stare Miasto;2 pokoje;800 000 zł;63,92 m²;12 516 zł/m²;https://www.otodom.pl/oferta/prestizowa-lokalizacja-do-zamieszkania-garaz-pawia-ID3QYZu.html#51e2ab8c8f;2020-02-23 10:11:39.437358;4;5;2010
58,48 m²;Śródmieście/Pawia Idealne+Garaż Super Inwestycja;Kraków , Stare Miasto;2 pokoje;782 000 zł;58,48 m²;13 372 zł/m²;https://www.otodom.pl/oferta/srodmiescie-pawia-idealne-garaz-super-inwestycja-ID40flG.html#51e2ab8c8f;2020-02-23 10:11:40.620737;6;6;2010
76 m²;BEZPOŚREDNIO od dewelopera!;Kraków , Prądnik Biały, Tonie;3 pokoje;370 000 zł;76 m²;4 868 zł/m²;https://www.otodom.pl/oferta/bezposrednio-od-dewelopera-ID3XYOc.html#a4ecda7d5f;2020-02-23 10:11:42.226134;1;1;2020
36,98 m²;2 pokojowe mieszkanie - Bez prowizji;Kraków , Mistrzejowice;2 pokoje;305 000 zł;36,98 m²;8 248 zł/m²;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-bez-prowizji-ID443Ae.html#a4ecda7d5f;2020-02-23 10:11:43.444343;8;8;2020
38 m²;Kazimierz / ok. Św. Wawrzyńca 38m2, 2pok, IV p !;Kraków , Stare Miasto, Kazimierz;2 pokoje;495 000 zł;38 m²;13 026 zł/m²;https://www.otodom.pl/oferta/kazimierz-ok-sw-wawrzynca-38m2-2pok-iv-p-ID43HIR.html#a4ecda7d5f;2020-02-23 10:11:44.800273;4;5;1920
38,61 m²;Wrocławska 38,6m;Kraków , Bronowice;2 pokoje;478 640 zł;38,61 m²;12 397 zł/m²;https://www.otodom.pl/oferta/wroclawska-38-6m-ID42Tns.html#a4ecda7d5f;2020-02-23 10:11:46.161765;2;8;2018
104 m²;Panoramiczne Duże Słoneczne 2Tarasy Garaż Ruczaj;Kraków , Dębniki, Ruczaj;4 pokoje;999 000 zł;104 m²;9 606 zł/m²;https://www.otodom.pl/oferta/panoramiczne-duze-sloneczne-2tarasy-garaz-ruczaj-ID44EIa.html#a4ecda7d5f;2020-02-23 10:11:48.056509;10;11;2008
108,01 m²;Pod Wynajem - Inwestycyjne - Możliwość Podziału;Kraków , Krowodrza;6 pokoi;649 000 zł;108,01 m²;6 009 zł/m²;https://www.otodom.pl/oferta/pod-wynajem-inwestycyjne-mozliwosc-podzialu-ID42eut.html#a4ecda7d5f;2020-02-23 10:11:49.176615;5;6;2000
37,85 m²;Do wprowadzenia 38m Chełmońskiego;Kraków , Bronowice;2 pokoje;413 000 zł;37,85 m²;10 911 zł/m²;https://www.otodom.pl/oferta/do-wprowadzenia-38m-chelmonskiego-ID44DRY.html#a4ecda7d5f;2020-02-23 10:11:50.009068;1;2;2008
65,50 m²;Bronowice 3p parter - 2016r;Kraków , Bronowice;3 pokoje;664 000 zł;65,50 m²;10 137 zł/m²;https://www.otodom.pl/oferta/bronowice-3p-parter-2016r-ID44JVp.html#a4ecda7d5f;2020-02-23 10:11:51.073319;1;3;2016
83,50 m²;Jasne Komfortowe Zadbane Taras Garaż Bronowice;Kraków , Bronowice;3 pokoje;899 000 zł;83,50 m²;10 766 zł/m²;https://www.otodom.pl/oferta/jasne-komfortowe-zadbane-taras-garaz-bronowice-ID43Am2.html#a4ecda7d5f;2020-02-23 10:11:52.732095;3;3;2000
70,01 m²;Słoneczne Nowoczesne 4 pok. Kazimierza Wielkiego;Kraków , Bronowice;4 pokoje;655 000 zł;70,01 m²;9 356 zł/m²;https://www.otodom.pl/oferta/sloneczne-nowoczesne-4-pok-kazimierza-wielkiego-ID43Hmj.html#a4ecda7d5f;2020-02-23 10:11:53.977236;4;5;1994
39,01 m²;Przytulne, do wprowadzenia 39+16 m2 Chełmońskiego;Kraków , Bronowice;2 pokoje;399 000 zł;39,01 m²;10 228 zł/m²;https://www.otodom.pl/oferta/przytulne-do-wprowadzenia-39-16-m2-chelmonskiego-ID44umI.html#a4ecda7d5f;2020-02-23 10:11:54.806656;2;2;2008
63,01 m²;Nowe Jasne 3 Pok.;Kraków , Bronowice;3 pokoje;680 000 zł;63,01 m²;10 792 zł/m²;https://www.otodom.pl/oferta/nowe-jasne-3-pok-ID44min.html#a4ecda7d5f;2020-02-23 10:11:56.924144;3;4;2018
80 m²;Mieszkanie, 80 m², Kraków;Kraków , Bronowice;3 pokoje;830 000 zł;80 m²;10 375 zł/m²;https://www.otodom.pl/oferta/mieszkanie-80-m-krakow-ID44mc2.html#a4ecda7d5f;2020-02-23 10:11:58.294523;2;3;2013
39,01 m²;Przytulne, do wprowadzenia 39m Chełmońskiego;Kraków , Prądnik Biały;2 pokoje;399 000 zł;39,01 m²;10 228 zł/m²;https://www.otodom.pl/oferta/przytulne-do-wprowadzenia-39m-chelmonskiego-ID44t8p.html#a4ecda7d5f;2020-02-23 10:11:59.271985;2;2;2008
61,51 m²;Ciche Słoneczne Do Wprowadzenia Prądnik Biały;Kraków , Prądnik Biały;3 pokoje;485 000 zł;61,51 m²;7 885 zł/m²;https://www.otodom.pl/oferta/ciche-sloneczne-do-wprowadzenia-pradnik-bialy-ID44Dqn.html#a4ecda7d5f;2020-02-23 10:12:00.736825;1;6;2011
40 m²;**Śliczne mieszkanie **Super miejsce **40 m2 **;Kraków , Dębniki, Ruczaj;2 pokoje;520 000 zł;40 m²;13 000 zł/m²;https://www.otodom.pl/oferta/sliczne-mieszkanie-super-miejsce-40-m2-ID44Mnu.html#a4ecda7d5f;2020-02-23 10:12:02.157075;2;7;2016
58,12 m²;3-pok/Dąbska/właściciel/w cenie m. post. i komórka;Kraków , Grzegórzki;3 pokoje;745 000 zł;58,12 m²;12 818 zł/m²;https://www.otodom.pl/oferta/3-pok-dabska-wlasciciel-w-cenie-m-post-i-komorka-ID44OlD.html#a4ecda7d5f;2020-02-23 10:12:03.061223;5;5;2017
53,43 m²;Mieszkanie 53,43m2 Nowa Huta BEZ POŚREDNIKÓW;Kraków , Bieńczyce;3 pokoje;405 000 zł;53,43 m²;7 580 zł/m²;https://www.otodom.pl/oferta/mieszkanie-53-43m2-nowa-huta-bez-posrednikow-ID44zXN.html#a4ecda7d5f;2020-02-23 10:12:04.417423;2;4;1966
80 m²;Designerski apartament Centrum PL,ENG;Kraków , Śródmieście;4 pokoje;819 000 zł;80 m²;10 238 zł/m²;https://www.otodom.pl/oferta/designerski-apartament-centrum-pl-eng-ID44v7z.html#a4ecda7d5f;2020-02-23 10:12:06.268158;5;10;2018
85 m²;Gotowe do odbioru Apartament 85M2 Sidzina/Kraków;Kraków , Zwierzyniec;4 pokoje;499 000 zł;85 m²;5 871 zł/m²;https://www.otodom.pl/oferta/gotowe-do-odbioru-apartament-85m2-sidzina-krakow-ID2XSsr.html#a4ecda7d5f;2020-02-23 10:12:07.082262;1;2;2019
27,83 m²;Stare Miasto - gotowa kawalerka pod wynajem;Kraków , Stare Miasto;1 pokój;379 000 zł;27,83 m²;13 618 zł/m²;https://www.otodom.pl/oferta/stare-miasto-gotowa-kawalerka-pod-wynajem-ID3NZ3q.html#a4ecda7d5f;2020-02-23 10:12:08.107821;5;5;1930
60,06 m²;Nowoczesne mieszkanie - Ruczaj - ul. Piltza 3 pok;Kraków , Dębniki, Ruczaj;3 pokoje;597 412 zł;60,06 m²;9 947 zł/m²;https://www.otodom.pl/oferta/nowoczesne-mieszkanie-ruczaj-ul-piltza-3-pok-ID44sPJ.html#a4ecda7d5f;2020-02-23 10:12:09.264279;0;5;2020
38,40 m²;Mieszkanie dwupokojowe;Kraków , Bronowice;2 pokoje;410 000 zł;38,40 m²;10 677 zł/m²;https://www.otodom.pl/oferta/mieszkanie-dwupokojowe-ID44Ols.html#a4ecda7d5f;2020-02-23 10:12:10.215364;3;11;2021
45 m²;Mieszkanie, 45 m², Kraków;Kraków , Stare Miasto, Kazimierz;3 pokoje;850 000 zł;45 m²;18 889 zł/m²;https://www.otodom.pl/oferta/mieszkanie-45-m-krakow-ID44Ole.html#a4ecda7d5f;2020-02-23 10:12:11.130110;1;5;2019
63,32 m²;Przestronne, funkcjonalne 3pok Głowackiego;Kraków , Krowodrza;3 pokoje;570 000 zł;63,32 m²;9 002 zł/m²;https://www.otodom.pl/oferta/przestronne-funkcjonalne-3pok-glowackiego-ID44Ol6.html#a4ecda7d5f;2020-02-23 10:12:11.990420;2;4;2004
52,30 m²;Grzegórzki / Kazimierz, apartament z dużą loggią;Kraków , Stare Miasto, Kazimierz;2 pokoje;840 000 zł;52,30 m²;16 061 zł/m²;https://www.otodom.pl/oferta/grzegorzki-kazimierz-apartament-z-duza-loggia-ID44Ol5.html#a4ecda7d5f;2020-02-23 10:12:13.078378;4;5;2016
52,30 m²;Centrum apartament z dużą loggią, miejsce garażowe;Kraków , Grzegórzki;2 pokoje;840 000 zł;52,30 m²;16 061 zł/m²;https://www.otodom.pl/oferta/centrum-apartament-z-duza-loggia-miejsce-garazowe-ID44Ol4.html#a4ecda7d5f;2020-02-23 10:12:14.350061;4;5;2016
55 m²;Ciche mieszkanie w centrum ul. Wrocławska, GOTOWE!;Kraków , Krowodrza;3 pokoje;708 000 zł;55 m²;12 873 zł/m²;https://www.otodom.pl/oferta/ciche-mieszkanie-w-centrum-ul-wroclawska-gotowe-ID44H6H.html#5a3ac0e744;2020-02-23 10:12:16.776122;7;9;2019
67 m²;KROWODERSKICH Zuchów 5 Niezależnych pokoi K GÓRKA!;Kraków , Krowodrza;5 pokoi;544 000 zł;67 m²;8 119 zł/m²;https://www.otodom.pl/oferta/krowoderskich-zuchow-5-niezaleznych-pokoi-k-gorka-ID44E7R.html#5a3ac0e744;2020-02-23 10:12:17.684249;4;4;1980
83 m²;św.Benedykta 83m2 3 pokoje;Kraków , Podgórze;3 pokoje;1 038 000 zł;83 m²;12 506 zł/m²;https://www.otodom.pl/oferta/sw-benedykta-83m2-3-pokoje-ID440Ot.html#5a3ac0e744;2020-02-23 10:12:19.564336;;;
30,36 m²;Kawalerka Podgórze;Kraków , Podgórze;1 pokój;291 183 zł;30,36 m²;9 591 zł/m²;https://www.otodom.pl/oferta/kawalerka-podgorze-ID44vPB.html#5a3ac0e744;2020-02-23 10:12:20.722805;4;4;2021
80,67 m²;4 pokoje z ogrodem 95m2;Kraków , Podgórze;4 pokoje;782 499 zł;80,67 m²;9 700 zł/m²;https://www.otodom.pl/oferta/4-pokoje-z-ogrodem-95m2-ID44xWu.html#5a3ac0e744;2020-02-23 10:12:21.621235;0;4;2021
68,55 m²;3 pokoje z ogrodem 50m2;Kraków , Podgórze;3 pokoje;532 771 zł;68,55 m²;7 772 zł/m²;https://www.otodom.pl/oferta/3-pokoje-z-ogrodem-50m2-ID44xXG.html#5a3ac0e744;2020-02-23 10:12:22.431938;0;4;2021
38,76 m²;Dwa pokoje przy Matecznym z ogródkiem;Kraków , Podgórze;2 pokoje;422 484 zł;38,76 m²;10 900 zł/m²;https://www.otodom.pl/oferta/dwa-pokoje-przy-matecznym-z-ogrodkiem-ID43GPc.html#5a3ac0e744;2020-02-23 10:12:24.249183;0;4;2020
98,01 m²;4 pokoje przy Matecznym;Kraków , Podgórze;4 pokoje;877 189 zł;98,01 m²;8 950 zł/m²;https://www.otodom.pl/oferta/4-pokoje-przy-matecznym-ID44y3N.html#5a3ac0e744;2020-02-23 10:12:25.010249;2;4;2020
87,73 m²;4 pokoje przy Matecznym 25m2 balkon;Kraków , Podgórze;4 pokoje;793 957 zł;87,73 m²;9 050 zł/m²;https://www.otodom.pl/oferta/4-pokoje-przy-matecznym-25m2-balkon-ID44y6r.html#5a3ac0e744;2020-02-23 10:12:25.837647;2;4;2020
68,51 m²;3 pokoje w Centrum dwa balkony;Kraków , Śródmieście;3 pokoje;661 807 zł;68,51 m²;9 660 zł/m²;https://www.otodom.pl/oferta/3-pokoje-w-centrum-dwa-balkony-ID44vGw.html#5a3ac0e744;2020-02-23 10:12:26.712193;2;6;2021
91,77 m²;Dla inwestora dwa dwupokojowe;Kraków , Śródmieście;4 pokoje;963 585 zł;91,77 m²;10 500 zł/m²;https://www.otodom.pl/oferta/dla-inwestora-dwa-dwupokojowe-ID44vJm.html#5a3ac0e744;2020-02-23 10:12:27.548936;1;6;2021
51 m²;Okazja ! Obozowa - mieszkanie po remoncie 2 pokoje;Kraków , Podgórze;2 pokoje;413 000 zł;51 m²;8 098 zł/m²;https://www.otodom.pl/oferta/okazja-obozowa-mieszkanie-po-remoncie-2-pokoje-ID44Edt.html#5a3ac0e744;2020-02-23 10:12:28.990861;1;3;2005
36,05 m²;Funkcjonalne dwa pokoje z balkonem;Kraków , Prądnik Biały;2 pokoje;310 030 zł;36,05 m²;8 600 zł/m²;https://www.otodom.pl/oferta/funkcjonalne-dwa-pokoje-z-balkonem-ID44C67.html#5a3ac0e744;2020-02-23 10:12:29.834619;1;5;2021
64,80 m²;3 pokoje z ogrodem 50m2;Kraków , Prądnik Biały;3 pokoje;505 440 zł;64,80 m²;7 800 zł/m²;https://www.otodom.pl/oferta/3-pokoje-z-ogrodem-50m2-ID44C64.html#5a3ac0e744;2020-02-23 10:12:31.228790;0;5;2021
77,50 m²;Apartament z dużym ogrodem w pobliżu Błoń;Kraków , Zwierzyniec, Wola Justowska;3 pokoje;998 000 zł;77,50 m²;12 877 zł/m²;https://www.otodom.pl/oferta/apartament-z-duzym-ogrodem-w-poblizu-blon-ID43DS3.html#5a3ac0e744;2020-02-23 10:12:32.582597;0;2;2016
38,58 m²;2 pokojowe mieszkanie idealne pod inwestycję;Kraków , małopolskie;2 pokoje;378 084 zł;38,58 m²;9 800 zł/m²;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-idealne-pod-inwestycje-ID44eaO.html#5a3ac0e744;2020-02-23 10:12:33.562034;2;3;2019
48,40 m²;Widokowe dwupokojowe z jasną kuchnią Żabiniec;Kraków , Prądnik Biały;2 pokoje;480 000 zł;48,40 m²;9 917 zł/m²;https://www.otodom.pl/oferta/widokowe-dwupokojowe-z-jasna-kuchnia-zabiniec-ID44ERi.html#5a3ac0e744;2020-02-23 10:12:34.868380;6;7;2001
112 m²;Apartament z widokowym tarasem, 3 pokoje, 112 m2;Kraków , Prądnik Czerwony;3 pokoje;1 198 000 zł;112 m²;10 696 zł/m²;https://www.otodom.pl/oferta/apartament-z-widokowym-tarasem-3-pokoje-112-m2-ID44Oko.html#5a3ac0e744;2020-02-23 10:12:36.045147;3;3;2014
62,70 m²;3 pokoje z ogródkiem , oferta promocyjna!;Kraków , Podgórze Duchackie, Kurdwanów;3 pokoje;438 980 zł;62,70 m²;7 001 zł/m²;https://www.otodom.pl/oferta/3-pokoje-z-ogrodkiem-oferta-promocyjna-ID44NNq.html#5a3ac0e744;2020-02-23 10:12:37.902940;1;2;2019
62,10 m²;Mieszkanie 4 pokojowe z ogródkiem !;Kraków , Podgórze Duchackie, Kurdwanów;4 pokoje;459 540 zł;62,10 m²;7 400 zł/m²;https://www.otodom.pl/oferta/mieszkanie-4-pokojowe-z-ogrodkiem-ID44NPg.html#5a3ac0e744;2020-02-23 10:12:38.838555;1;3;2019
53,16 m²;alternatywa dla mieszkań inwestycyjnych/ 3 pokoje;Kraków , Stare Miasto;3 pokoje;446 544 zł;53,16 m²;8 400 zł/m²;https://www.otodom.pl/oferta/alternatywa-dla-mieszkan-inwestycyjnych-3-pokoje-ID44Ok6.html#5a3ac0e744;2020-02-23 10:12:40.094703;;;
45,50 m²;ul.Bochenka,Piaski Nowe-Ekskluzywne 3pokojowe.;Kraków , Podgórze Duchackie, Piaski Wielkie;3 pokoje;446 000 zł;45,50 m²;9 802 zł/m²;https://www.otodom.pl/oferta/ul-bochenka-piaski-nowe-ekskluzywne-3pokojowe-ID44KMq.html#5a3ac0e744;2020-02-23 10:12:41.140232; 10;11;2019
207 m²;Penthouse z tarasem, Wisła, 5 min na Wawel, Gotowe;Kraków , Dębniki, Stare Dębniki;7 pokoi;5 490 000 zł;207 m²;26 522 zł/m²;https://www.otodom.pl/oferta/penthouse-z-tarasem-wisla-5-min-na-wawel-gotowe-ID440w5.html#5a3ac0e744;2020-02-23 10:12:42.072013;3;3;2019
57 m²;Inwestycja pod WYNAJEM - 5 pokoi!!! Po REMONCIE;Kraków , Podgórze Duchackie;5 pokoi;499 999 zł;57 m²;8 772 zł/m²;https://www.otodom.pl/oferta/inwestycja-pod-wynajem-5-pokoi-po-remoncie-ID44wYN.html#5a3ac0e744;2020-02-23 10:12:43.530568;0;10;1985
59,60 m²;Mieszkanie, 59,60 m², Kraków;Kraków , Podgórze;3 pokoje;499 000 zł;59,60 m²;8 372 zł/m²;https://www.otodom.pl/oferta/mieszkanie-59-60-m-krakow-ID44OfU.html#5a3ac0e744;2020-02-23 10:12:44.283579;4;4;1970
94,80 m²;Dwupoziomowe, Kraków, Kuźnicy Kołłątajowskiej;Kraków , Prądnik Biały, Górka Narodowa;4 pokoje;645 000 zł;94,80 m²;6 804 zł/m²;https://www.otodom.pl/oferta/dwupoziomowe-krakow-kuznicy-kollatajowskiej-ID43D9D.html#5a3ac0e744;2020-02-23 10:12:45.198674;4;4;1998
58,10 m²;Salwator/Zwierzyniec, wysoki standard, 2001rok;Kraków , Zwierzyniec, Salwator;2 pokoje;599 000 zł;58,10 m²;10 310 zł/m²;https://www.otodom.pl/oferta/salwator-zwierzyniec-wysoki-standard-2001rok-ID43PWY.html#5a3ac0e744;2020-02-23 10:12:47.250921;4;4;2001
67,12 m²;Okazja! 3 pok. mieszkanie czeka na Właściciela;Kraków , Prądnik Biały;3 pokoje;570 520 zł;67,12 m²;8 500 zł/m²;https://www.otodom.pl/oferta/okazja-3-pok-mieszkanie-czeka-na-wlasciciela-ID43Wgf.html#eace19cb28;2020-02-23 10:12:49.930902;1;3;2020
39 m²;Osiedle Ogrodowe, 39m2, 2 pokoje;Kraków , Nowa Huta;2 pokoje;385 000 zł;39 m²;9 872 zł/m²;https://www.otodom.pl/oferta/osiedle-ogrodowe-39m2-2-pokoje-ID44EIQ.html#eace19cb28;2020-02-23 10:12:51.098314;1;3;1950
