;opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data;ulica;lokator_ulica_dzielnica;geo_location;point;latitude;longitude;altitude;geometry
152;Rondo Mogilskie - 5 kawalerek w jednym budynku.;Kraków , Grzegórzki;5 pokoi;1599000.0;150.0;10660.0;https://www.otodom.pl/oferta/rondo-mogilskie-5-kawalerek-w-jednym-budynku-ID44gJl.html#5a3ac0e744;2020-02-22 07:59:45.446671;Mogilska;Kraków , Grzegórzki, Mogilska;Mogilska, Osiedle Oficerskie, Grzegórzki, Kraków, województwo małopolskie, 31-546, Polska;(50.0666451, 19.9682576, 0.0);50.0666451;19.9682576;0.0;POINT (569274.8436000848 244825.0336722834)
159;Dębniki, 3pok, taras, widok na Wawel;Kraków , Dębniki;3 pokoje;899000.0;79.4;11322.0;https://www.otodom.pl/oferta/debniki-3pok-taras-widok-na-wawel-ID42dEB.html#5a3ac0e744;2020-02-22 07:59:45.446671;Dębnicki;Kraków , Dębniki, Dębnicki;Park Dębnicki, Dębniki, Łagiewniki-Borek Fałęcki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, Polska;(50.0495234, 19.91693092494888, 0.0);50.0495234;19.91693092494888;0.0;POINT (565626.040058322 242875.6318850024)
160;2 Pokoje W Apartamentowcu Pianissimo;Kraków , Śródmieście;2 pokoje;659000.0;36.38;18114.0;https://www.otodom.pl/oferta/2-pokoje-w-apartamentowcu-pianissimo-ID42hWy.html#eace19cb28;2020-02-22 07:59:46.259010;Pokoju;Kraków , Śródmieście, Pokoju;Aleja Pokoju, Dąbie, Grzegórzki, Kraków, województwo małopolskie, 31-311, Polska;(50.0596505, 19.9754432, 0.0);50.0596505;19.9754432;0.0;POINT (569799.0845970947 244054.2737237671)
161;2 osobne pokoje osobna kuchnia Kazimierz;Kraków , Stare Miasto;2 pokoje;599000.0;40.0;14975.0;https://www.otodom.pl/oferta/2-osobne-pokoje-osobna-kuchnia-kazimierz-ID43Yyv.html#eace19cb28;2020-02-22 07:59:46.259010;Kazimierza;Kraków , Stare Miasto, Kazimierza;Kościół pw. Świętego Kazimierza Królewicza, 4, Reformacka, Stare Miasto, Kraków, województwo małopolskie, 31-012, Polska;(50.0648696, 19.936230887154693, 0.0);50.0648696;19.936230887154693;0.0;POINT (566985.9733360073 244598.4836738249)
168;2 pok z osobną kuchnią ul. Starowiślna.;Kraków , Stare Miasto;2 pokoje;595000.0;45.8;12991.0;https://www.otodom.pl/oferta/2-pok-z-osobna-kuchnia-ul-starowislna-ID449Bi.html#eace19cb28;2020-02-22 07:59:46.259010;Starowiślna;Kraków , Stare Miasto, Starowiślna;Starowiślna, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-038, Polska;(50.0560672, 19.9457877, 0.0);50.0560672;19.9457877;0.0;POINT (567682.1226694608 243628.7109473413)
173;Pilnie sprzedam 3 pokojowe. Bohaterów Września;Kraków , Nowa Huta;3 pokoje;365000.0;54.95;6642.0;https://www.otodom.pl/oferta/pilnie-sprzedam-3-pokojowe-bohaterow-wrzesnia-ID44LHV.html#eace19cb28;2020-02-22 07:59:46.260009;Września;Kraków , Nowa Huta, Września;Urząd Skarbowy Kraków - Nowa Huta, 80, Osiedle Bohaterów Września, Mistrzejowice, Kraków, województwo małopolskie, 31-621, Polska;(50.1044948, 20.0116364, 0.0);50.1044948;20.0116364;0.0;POINT (572321.3837846142 249073.1417173371)
176;2 pok (oddzielne) 35 m2 Grzegórzki;Kraków , Grzegórzki;2 pokoje;399900.0;33.0;12118.0;https://www.otodom.pl/oferta/2-pok-oddzielne-35-m2-grzegorzki-ID44vUP.html#eace19cb28;2020-02-22 07:59:46.260009;Grzegórzecka;Kraków , Grzegórzki, Grzegórzecka;Grzegórzecka, Wesoła, Grzegórzki, Kraków, województwo małopolskie, 31532, Polska;(50.0587885, 19.9500605, 0.0);50.0587885;19.9500605;0.0;POINT (567984.0407130375 243935.0611747131)
177;3 pokoje na Łagiewnikach, blisko tramwaj;Kraków , Łagiewniki-Borek Fałęcki, Łagiewniki;3 pokoje;400000.0;47.5;8421.0;https://www.otodom.pl/oferta/3-pokoje-na-lagiewnikach-blisko-tramwaj-ID44NEG.html#eace19cb28;2020-02-22 07:59:46.260009;Łagiewnicka;Kraków , Łagiewniki-Borek Fałęcki, Łagiewniki, Łagiewnicka;Łagiewnicka, Ludwinów, Podgórze, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-417, Polska;(50.0318955, 19.9431169, 0.0);50.0318955;19.9431169;0.0;POINT (567524.9012258716 240939.6247071801)
179;Kraków Krowodrza Gorka ul. Opolska -3pok 45m+Balko;Kraków , Krowodrza;3 pokoje;379000.0;45.0;8422.0;https://www.otodom.pl/oferta/krakow-krowodrza-gorka-ul-opolska-3pok-45m-balko-ID44mpr.html#eace19cb28;2020-02-22 07:59:46.260009;Opolska;Kraków , Krowodrza, Opolska;Opolska, Prądnik Biały, Kraków, województwo małopolskie, 31-214, Polska;(50.0905582, 19.9422882, 0.0);50.0905582;19.9422882;0.0;POINT (567383.3423281175 247459.2213169644)
180;Krowodrza | Róg Wrocławska - Prądnicka | 2 Pok.;Kraków , Krowodrza;2 pokoje;399000.0;35.8;11145.0;https://www.otodom.pl/oferta/krowodrza-rog-wroclawska-pradnicka-2-pok-ID44NEi.html#eace19cb28;2020-02-22 07:59:46.260009;Wrocławska;Kraków , Krowodrza, Wrocławska;Wrocławska, Stara Krowodrza, Krowodrza, Kraków, województwo małopolskie, 30-017, Polska;(50.0808192, 19.9179102, 0.0);50.0808192;19.9179102;0.0;POINT (565653.3926503791 246355.0193398139)
184;Kawalerka do remontu, dz. Bieńczyce;Kraków , Bieńczyce;1 pokój;229000.0;26.0;8808.0;https://www.otodom.pl/oferta/kawalerka-do-remontu-dz-bienczyce-ID44ND8.html#eace19cb28;2020-02-22 07:59:46.260009;Bieńczycka;Kraków , Bieńczyce, Bieńczycka;Bieńczycka, Osiedle Drugiego Pułku Lotniczego, Bieńczyce, Delegatura Kraków-Nowa Huta, Kraków, województwo małopolskie, 31-944, Polska;(50.0786883, 20.0258597, 0.0);50.0786883;20.0258597;0.0;POINT (573377.5804436035 246218.6255630124)
198;Mistrzejowice Os. Tysiąclecia 60 m2 3 pokojowe;Kraków , Nowa Huta;3 pokoje;490000.0;60.0;8167.0;https://www.otodom.pl/oferta/mistrzejowice-os-tysiaclecia-60-m2-3-pokojowe-ID44NCi.html#a613ca9287;2020-02-22 07:59:47.128946;Mistrzejowicka;Kraków , Nowa Huta, Mistrzejowicka;Mistrzejowicka, Mistrzejowice, Kraków, województwo małopolskie, 31-638, Polska;(50.094553, 20.0276976, 0.0);50.094553;20.0276976;0.0;POINT (573484.7766830483 247983.7896609353)
199;Ul. Piwna, 35 m2, 2-pok, J.kuch, 1 piętro;Kraków , Podgórze, Stare Podgórze;2 pokoje;420000.0;35.0;12000.0;https://www.otodom.pl/oferta/ul-piwna-35-m2-2-pok-j-kuch-1-pietro-ID44z3o.html#a613ca9287;2020-02-22 07:59:47.128946;Piwna;Kraków , Podgórze, Stare Podgórze, Piwna;Piwna, Ludwinów, Podgórze, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-530, Polska;(50.0468153, 19.9523748, 0.0);50.0468153;19.9523748;0.0;POINT (568166.6040576336 242606.3535807077)
201;Prywatne Komuny Paryskiej nr 42.;Kraków , Swoszowice;6 pokoi;950000.0;174.0;5460.0;https://www.otodom.pl/oferta/prywatne-komuny-paryskiej-nr-42-ID42deE.html#a613ca9287;2020-02-22 07:59:47.128946;Paryskiej;Kraków , Swoszowice, Paryskiej;Komuny Paryskiej, Kobierzyn, Dębniki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-389, Polska;(49.9989124, 19.8947491, 0.0);49.9989124;19.8947491;0.0;POINT (564105.8029093053 237231.0110215731)
206;Bronowice mieszkanie 58m2 nowe gotowe+ogród;Kraków , Bronowice;3 pokoje;579000.0;58.0;9983.0;https://www.otodom.pl/oferta/bronowice-mieszkanie-58m2-nowe-gotowe-ogrod-ID42frY.html#1797ff2c09;2020-02-22 07:59:47.974213;Bronowicka;Kraków , Bronowice, Bronowicka;Bronowicka, Stara Krowodrza, Bronowice, Delegatura Kraków-Krowodrza, Kraków, województwo małopolskie, 30-084, Polska;(50.0769526, 19.9030181, 0.0);50.0769526;19.9030181;0.0;POINT (564593.4482024474 245912.2633061446)
216;Duże dwupoziomowe mieszkanie na ul. Tarnowskiego;Kraków , Podgórze;4 pokoje;750000.0;90.0;8333.0;https://www.otodom.pl/oferta/duze-dwupoziomowe-mieszkanie-na-ul-tarnowskiego-ID43sKY.html#1797ff2c09;2020-02-22 07:59:47.975215;Janowskiego;Kraków , Podgórze, Janowskiego;Jana Janowskiego, Kliny Zacisze, Łagiewniki-Borek Fałęcki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-442, Polska;(50.0062219, 19.9127677, 0.0);50.0062219;19.9127677;0.0;POINT (565386.8411111329 238059.0532754911)
217;Przestronny apartament dla rodziny;Kraków , Dębniki;4 pokoje;959000.0;120.0;7992.0;https://www.otodom.pl/oferta/przestronny-apartament-dla-rodziny-ID448M4.html#1797ff2c09;2020-02-22 07:59:47.975215;Rodziny;Kraków , Dębniki, Rodziny;"Przychodnia Zdrowia Rodziny ""Pro Humana Vita"", Wacława Lipińskiego, Osiedle Ruczaj-Zaborze, Łagiewniki-Borek Fałęcki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-349, Polska";(50.0269954, 19.9228991, 0.0);50.0269954;19.9228991;0.0;POINT (566084.1012761064 240376.9152774606)
218;3 pokoje na Zabłociu;Kraków , Podgórze, Zabłocie;3 pokoje;997000.0;75.0;13293.0;https://www.otodom.pl/oferta/3-pokoje-na-zablociu-ID44njI.html#1797ff2c09;2020-02-22 07:59:47.975215;Zabłocie;Kraków , Podgórze, Zabłocie, Zabłocie;Zabłocie, Podgórze, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-701, Polska;(50.0504146, 19.9594445, 0.0);50.0504146;19.9594445;0.0;POINT (568667.4764171189 243012.885782999)
220;ul. Wrocławska- 2 pokoje;Kraków , Krowodrza, Łobzów;2 pokoje;852800.0;65.6;13000.0;https://www.otodom.pl/oferta/ul-wroclawska-2-pokoje-ID44Nyf.html#1797ff2c09;2020-02-22 07:59:47.975215;Wrocławska;Kraków , Krowodrza, Łobzów, Wrocławska;Wrocławska, Łobzów, Krowodrza, Kraków, województwo małopolskie, 31-306, Polska;(50.0816206, 19.9161413, 0.0);50.0816206;19.9161413;0.0;POINT (565525.7817667988 246442.54200745)
221;Kraków, ul. Śliczna blisko Quattro Business Park;Kraków , Prądnik Czerwony, Wieczysta;2 pokoje;499000.0;54.46;9163.0;https://www.otodom.pl/oferta/krakow-ul-sliczna-blisko-quattro-business-park-ID3oy60.html#1797ff2c09;2020-02-22 07:59:47.975215;Śliczna;Kraków , Prądnik Czerwony, Wieczysta, Śliczna;Śliczna, Wieczysta, Prądnik Czerwony, Kraków, województwo małopolskie, 31-444, Polska;(50.0732132, 19.9762981, 0.0);50.0732132;19.9762981;0.0;POINT (569840.5585650825 245562.5621479955)
223;Wańkowicza / kameralne osiedle / 3 pokoje + ogród;Kraków , Nowa Huta;3 pokoje;450000.0;63.0;7143.0;https://www.otodom.pl/oferta/wankowicza-kameralne-osiedle-3-pokoje-ogrod-ID42eT3.html#1797ff2c09;2020-02-22 07:59:47.975215;Wańkowicza;Kraków , Nowa Huta, Wańkowicza;Wańkowicza, Dłubnia, Wzgórza Krzesławickie, Kraków, województwo małopolskie, Polska;(50.0872514, 20.04770713047463, 0.0);50.0872514;20.04770713047463;0.0;POINT (574926.9007159718 247192.0989259779)
234;Mieszkanie 5-pokojowe ? 80m? ? 1piętro ,Królewska;Kraków , Krowodrza, Nowa Wieś;5 pokoi;749000.0;80.0;9363.0;https://www.otodom.pl/oferta/mieszkanie-5-pokojowe-80m-1pietro-krolewska-ID43Y5w.html#83328eeb52;2020-02-22 07:59:48.823256;Królewska;Kraków , Krowodrza, Nowa Wieś, Królewska;Królewska, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-040, Polska;(50.0713419, 19.9214825, 0.0);50.0713419;19.9214825;0.0;POINT (565921.8907615521 245304.7617759686)
249;Mieszkanie 66 mkw z garażem podziemnym - Rydlówka;Kraków , małopolskie;3 pokoje;549000.0;66.0;8318.0;https://www.otodom.pl/oferta/mieszkanie-66-mkw-z-garazem-podziemnym-rydlowka-ID44Nw4.html#83328eeb52;2020-02-22 07:59:48.824254;Rydlówka;Kraków , małopolskie, Rydlówka;Rydlówka, 36, Włodzimierza Tetmajera, Bronowice Małe, Bronowice, Kraków, województwo małopolskie, 31-352, Polska;(50.088105799999994, 19.876342254634146, 0.0);50.088105799999994;19.876342254634146;0.0;POINT (562670.791131724 247129.2227570144)
254;Skawińska cicha i spokojna część Kazimierza.;Kraków , Stare Miasto, Kazimierz;2 pokoje;890000.0;57.75;15411.0;https://www.otodom.pl/oferta/skawinska-cicha-i-spokojna-czesc-kazimierza-ID43OXi.html#83328eeb52;2020-02-22 07:59:48.825251;Skawińska;Kraków , Stare Miasto, Kazimierz, Skawińska;Skawińska, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-067, Polska;(50.0469488, 19.9387122, 0.0);50.0469488;19.9387122;0.0;POINT (567188.527020686 242608.8200311484)
257;Komfortowy apartament, Podgórze ul. Limanowskiego;Kraków , Podgórze, Stare Podgórze;3 pokoje;1100000.0;125.0;8800.0;https://www.otodom.pl/oferta/komfortowy-apartament-podgorze-ul-limanowskiego-ID444jJ.html#83328eeb52;2020-02-22 07:59:48.825251;Limanowskiego;Kraków , Podgórze, Stare Podgórze, Limanowskiego;Limanowskiego, Bolesława Limanowskiego, Ludwinów, Podgórze, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-551, Polska;(50.0449752, 19.9559492, 0.0);50.0449752;19.9559492;0.0;POINT (568425.0550821114 242405.0938453879)
259;Piękne i przestronne 3 pokoje przy ul.Stańczyka;Kraków , Bronowice, Bronowice Małe;3 pokoje;749000.0;79.32;9443.0;https://www.otodom.pl/oferta/piekne-i-przestronne-3-pokoje-przy-ul-stanczyka-ID43C0Y.html#83328eeb52;2020-02-22 07:59:48.825251;Stańczyka;Kraków , Bronowice, Bronowice Małe, Stańczyka;Stańczyka, Future City, Bronowice, Delegatura Kraków-Krowodrza, Kraków, województwo małopolskie, 30-126, Polska;(50.078487, 19.8941722, 0.0);50.078487;19.8941722;0.0;POINT (563958.6630885233 246075.2012641681)
261;1 pokój Bronowice;Kraków , Bronowice;1 pokój;235000.0;21.0;11190.0;https://www.otodom.pl/oferta/1-pokoj-bronowice-ID44C0n.html#332e1d6712;2020-02-22 07:59:49.596124;Bronowicka;Kraków , Bronowice, Bronowicka;Bronowicka, Stara Krowodrza, Bronowice, Delegatura Kraków-Krowodrza, Kraków, województwo małopolskie, 30-084, Polska;(50.0769526, 19.9030181, 0.0);50.0769526;19.9030181;0.0;POINT (564593.4482024474 245912.2633061446)
262;ul. Czarnogórska 18, 57 m2 dwa balkony + garaż;Kraków , Podgórze Duchackie, Wola Duchacka;3 pokoje;545000.0;57.36;9501.0;https://www.otodom.pl/oferta/ul-czarnogorska-18-57-m2-dwa-balkony-garaz-ID40HtC.html#332e1d6712;2020-02-22 07:59:49.597122;Czarnogórska;Kraków , Podgórze Duchackie, Wola Duchacka, Czarnogórska;Czarnogórska, Wola Duchacka Wschód, Podgórze Duchackie, Kraków, województwo małopolskie, 30-630, Polska;(50.0197183, 19.9709187, 0.0);50.0197183;19.9709187;0.0;POINT (569532.9887365557 239611.625416046)
265;Krowodrza, ul. Wrocławska - 2 pokojowe;Kraków , Krowodrza, Łobzów;2 pokoje;379000.0;40.65;9323.0;https://www.otodom.pl/oferta/krowodrza-ul-wroclawska-2-pokojowe-ID42sev.html#332e1d6712;2020-02-22 07:59:49.597122;Wrocławska;Kraków , Krowodrza, Łobzów, Wrocławska;Wrocławska, Łobzów, Krowodrza, Kraków, województwo małopolskie, 31-306, Polska;(50.0816206, 19.9161413, 0.0);50.0816206;19.9161413;0.0;POINT (565525.7817667988 246442.54200745)
267;Do sprzedania 3 pokojowe mieszkanie ul. Majora.;Kraków , Prądnik Czerwony;3 pokoje;455000.0;52.4;8683.0;https://www.otodom.pl/oferta/do-sprzedania-3-pokojowe-mieszkanie-ul-majora-ID44ynf.html#332e1d6712;2020-02-22 07:59:49.597122;Majora;Kraków , Prądnik Czerwony, Majora;Majora, Prądnik Czerwony, Kraków, województwo małopolskie, Polska;(50.0884029, 19.96545315306553, 0.0);50.0884029;19.96545315306553;0.0;POINT (569042.9452361747 247240.8151780115)
268;4pok+salon, 2 łazienki, 2 balkony, ok.29 Listopada;Kraków , Prądnik Biały;4 pokoje;834784.0;109.84;7600.0;https://www.otodom.pl/oferta/4pok-salon-2-lazienki-2-balkony-ok-29-listopada-ID44Nso.html#332e1d6712;2020-02-22 07:59:49.597122;Listopada;Kraków , Prądnik Biały, Listopada;Aleja 29 Listopada, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-220, Polska;(50.0979605, 19.9622715, 0.0);50.0979605;19.9622715;0.0;POINT (568801.7304189435 248300.2085534371)
273;2 pok. /53m2/Podgórze/Kurdwanów/ul. Bujaka;Kraków , Podgórze Duchackie, Kurdwanów;2 pokoje;399000.0;53.0;7528.0;https://www.otodom.pl/oferta/2-pok-53m2-podgorze-kurdwanow-ul-bujaka-ID4489u.html#332e1d6712;2020-02-22 07:59:49.597122;Bujaka;Kraków , Podgórze Duchackie, Kurdwanów, Bujaka;Bujaka, Kurdwanów, Podgórze Duchackie, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, Polska;(50.009635200000005, 19.948395750000003, 0.0);50.009635200000005;19.948395750000003;0.0;POINT (567934.2337184104 238470.1971203024)
274;2 pokoje/31m2 / Łagiewniki / ul.Borsucza;Kraków , Łagiewniki-Borek Fałęcki, Łagiewniki;2 pokoje;306000.0;31.0;9871.0;https://www.otodom.pl/oferta/2-pokoje-31m2-lagiewniki-ul-borsucza-ID44KPf.html#332e1d6712;2020-02-22 07:59:49.597122;Łagiewnicka;Kraków , Łagiewniki-Borek Fałęcki, Łagiewniki, Łagiewnicka;Łagiewnicka, Ludwinów, Podgórze, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-417, Polska;(50.0318955, 19.9431169, 0.0);50.0318955;19.9431169;0.0;POINT (567524.9012258716 240939.6247071801)
288;Stare Miasto | Rakowicka/Steam Park | 2 Pok. | Eng;Kraków , Stare Miasto;2 pokoje;507500.0;35.0;14500.0;https://www.otodom.pl/oferta/stare-miasto-rakowicka-steam-park-2-pok-eng-ID44CEI.html#9daaa38f30;2020-02-22 07:59:50.406908;Starego;Kraków , Stare Miasto, Starego;Sarkofag Zygmunta I Starego, 1, Dziedziniec Batorego, Stare Miasto, Kraków, województwo małopolskie, 31-001, Polska;(50.0547963, 19.9356012, 0.0);50.0547963;19.9356012;0.0;POINT (566954.9399643488 243478.2743801456)
293;Nowa Cena! Mieszkanie na Kazimierzu;Kraków , Stare Miasto, Kazimierz;2 pokoje;599000.0;65.1;9201.0;https://www.otodom.pl/oferta/nowa-cena-mieszkanie-na-kazimierzu-ID43uDj.html#9daaa38f30;2020-02-22 07:59:50.407905;Kazimierza;Kraków , Stare Miasto, Kazimierz, Kazimierza;Apartamenty Sekret Kazimierza, 34, Józefa, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-056, Polska;(50.0512307, 19.9469375, 0.0);50.0512307;19.9469375;0.0;POINT (567771.2149040747 243092.1779909022)
294;Enklawa Łokietka B8.1 MEGA ogród 165m2;Kraków , Prądnik Biały;4 pokoje;548383.5;74.61;7350.0;https://www.otodom.pl/oferta/enklawa-lokietka-b8-1-mega-ogrod-165m2-ID416qw.html#9daaa38f30;2020-02-22 07:59:50.407905;Łokietka;Kraków , Prądnik Biały, Łokietka;Łokietka, Władysława Łokietka, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-279, Polska;(50.085377, 19.9235123, 0.0);50.085377;19.9235123;0.0;POINT (566047.8126358264 246866.5586777506)
299;cesja praw ul. Wadowicka 2 pokoje !!!;Kraków , Podgórze, Stare Podgórze;2 pokoje;385000.0;35.0;11000.0;https://www.otodom.pl/oferta/cesja-praw-ul-wadowicka-2-pokoje-ID44MqR.html#9daaa38f30;2020-02-22 07:59:50.407905;Wadowicka;Kraków , Podgórze, Stare Podgórze, Wadowicka;Wadowicka, Mateczny, Podgórze, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-415, Polska;(50.0350632, 19.9397264, 0.0);50.0350632;19.9397264;0.0;POINT (567277.7271268149 241288.6550673964)
304;2pok os kuchnia balkon Prąd. Biały/ok.29 Listopada;Kraków , Prądnik Biały;2 pokoje;384426.0;47.46;8100.0;https://www.otodom.pl/oferta/2pok-os-kuchnia-balkon-prad-bialy-ok-29-listopada-ID44No9.html#9daaa38f30;2020-02-22 07:59:50.407905;Listopada;Kraków , Prądnik Biały, Listopada;Aleja 29 Listopada, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-220, Polska;(50.0979605, 19.9622715, 0.0);50.0979605;19.9622715;0.0;POINT (568801.7304189435 248300.2085534371)
311;Krowodrza, Prądnik Biały Azory, Przytulne 3-pokoje;Kraków , Prądnik Biały;3 pokoje;399000.0;44.0;9068.0;https://www.otodom.pl/oferta/krowodrza-pradnik-bialy-azory-przytulne-3-pokoje-ID44h20.html#9daaa38f30;2020-02-22 07:59:50.408903;Prądnicka;Kraków , Prądnik Biały, Prądnicka;Prądnicka, Prądnik Biały, Kraków, województwo małopolskie, 31-202, Polska;(50.0875229, 19.9385333, 0.0);50.0875229;19.9385333;0.0;POINT (567119.0717439586 247118.4659837764)
317;Piękny apartament z widokiem na Wawel;Kraków , Stare Miasto;4 pokoje;1800000.0;99.24;18138.0;https://www.otodom.pl/oferta/piekny-apartament-z-widokiem-na-wawel-ID44kkB.html#a9383fdd22;2020-02-22 07:59:51.205818;Wawelu;Kraków , Stare Miasto, Wawelu;Bazylika archikatedralna pw. Świętych Stanisława i Wacława, 1, Zamek Królewski na Wawelu, Stare Miasto, Kraków, województwo małopolskie, 31-001, Polska;(50.05465045, 19.935455391368265, 0.0);50.05465045;19.935455391368265;0.0;POINT (566944.708477642 243461.9325701632)
320;Os Teatralne - 2 pokoje do wejścia;Kraków , Nowa Huta;2 pokoje;399000.0;50.0;7980.0;https://www.otodom.pl/oferta/os-teatralne-2-pokoje-do-wejscia-ID44L92.html#a9383fdd22;2020-02-22 07:59:51.205818;Teatralne;Kraków , Nowa Huta, Teatralne;Osiedle Teatralne, Bieńczyce, Delegatura Kraków-Nowa Huta, Kraków, województwo małopolskie, Polska;(50.0797342, 20.0327324, 0.0);50.0797342;20.0327324;0.0;POINT (573867.5536850548 246341.6503876057)
323;4 pokojowe mieszkanie w zielonej części Bronowic;Kraków , Bronowice;4 pokoje;450800.0;66.0;6830.0;https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-w-zielonej-czesci-bronowic-ID44oI0.html#a9383fdd22;2020-02-22 07:59:51.206811;Bronowicka;Kraków , Bronowice, Bronowicka;Bronowicka, Stara Krowodrza, Bronowice, Delegatura Kraków-Krowodrza, Kraków, województwo małopolskie, 30-084, Polska;(50.0769526, 19.9030181, 0.0);50.0769526;19.9030181;0.0;POINT (564593.4482024474 245912.2633061446)
328;Kazimierz - mieszkanie inwestycyjne pod wynajem;Kraków , Stare Miasto;3 pokoje;805000.0;61.82;13022.0;https://www.otodom.pl/oferta/kazimierz-mieszkanie-inwestycyjne-pod-wynajem-ID44xLr.html#a9383fdd22;2020-02-22 07:59:51.206811;Kazimierza;Kraków , Stare Miasto, Kazimierza;Kościół pw. Świętego Kazimierza Królewicza, 4, Reformacka, Stare Miasto, Kraków, województwo małopolskie, 31-012, Polska;(50.0648696, 19.936230887154693, 0.0);50.0648696;19.936230887154693;0.0;POINT (566985.9733360073 244598.4836738249)
332;Drugi Etap! Zielonki- KrK!! POPIELATE WZGÓRZA 2.0!;Kraków , Prądnik Biały;3 pokoje;429000.0;63.5;6756.0;https://www.otodom.pl/oferta/drugi-etap-zielonki-krk-popielate-wzgorza-2-0-ID3DRyU.html#a9383fdd22;2020-02-22 07:59:51.206811;Zielonki;Kraków , Prądnik Biały, Zielonki;Na Zielonki, Tonie, Prądnik Biały, Kraków, województwo małopolskie, 31-268, Polska;(50.1155609, 19.9006123, 0.0);50.1155609;19.9006123;0.0;POINT (564369.6124846622 250201.5232388088)
333;Kraków Prądnik Biały Pachońskiego 46m2 2pok+Balkon;Kraków , Prądnik Biały;2 pokoje;390000.0;46.0;8478.0;https://www.otodom.pl/oferta/krakow-pradnik-bialy-pachonskiego-46m2-2pok-balkon-ID44vQ2.html#a9383fdd22;2020-02-22 07:59:51.206811;Prądnicka;Kraków , Prądnik Biały, Prądnicka;Prądnicka, Prądnik Biały, Kraków, województwo małopolskie, 31-202, Polska;(50.0875229, 19.9385333, 0.0);50.0875229;19.9385333;0.0;POINT (567119.0717439586 247118.4659837764)
347;3 pokojowe mieszkanie przy ulicy Naukowców;Kraków , Bronowice;3 pokoje;669000.0;56.3;11883.0;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-przy-ulicy-naukowcow-ID44tuw.html#cf5342ca27;2020-02-22 07:59:52.002319;Naukowców;Kraków , Bronowice, Naukowców;Naukowców, Bronowice Małe, Bronowice, Delegatura Kraków-Krowodrza, Kraków, województwo małopolskie, 31-356, Polska;(50.0843226, 19.884309, 0.0);50.0843226;19.884309;0.0;POINT (563245.4958997251 246715.4328613961)
350;Apartament ul. Rakowicka Novum II garaż w db cenie;Kraków , Stare Miasto;1 pokój;399400.0;30.0;13313.0;https://www.otodom.pl/oferta/apartament-ul-rakowicka-novum-ii-garaz-w-db-cenie-ID44N9G.html#cf5342ca27;2020-02-22 07:59:52.002319;Rakowicka;Kraków , Stare Miasto, Rakowicka;Rakowicka, Warszawskie, Grzegórzki, Delegatura Kraków-Śródmieście, Kraków, województwo małopolskie, 31-520, Polska;(50.0751438, 19.9577519, 0.0);50.0751438;19.9577519;0.0;POINT (568511.1065507758 245759.9750759406)
355;2 pokoje do wejścia Kraków, Wola Duchacka, Bonarka;Kraków , Podgórze Duchackie, Wola Duchacka;2 pokoje;369000.0;43.12;8558.0;https://www.otodom.pl/oferta/2-pokoje-do-wejscia-krakow-wola-duchacka-bonarka-ID44N6J.html#cf5342ca27;2020-02-22 07:59:52.002319;Duchacka;Kraków , Podgórze Duchackie, Wola Duchacka, Duchacka;Kraków Bonarka, Kładka pieszo-rowerowa, Wola Duchacka, Podgórze, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-416, Polska;(50.0293189, 19.9462275, 0.0);50.0293189;19.9462275;0.0;POINT (567751.2342442736 240656.0522081703)
359;3 pok. 72 m2, Górka Narodowa, Prądnik Biały;Kraków , Prądnik Biały, Górka Narodowa;3 pokoje;530000.0;72.47;7313.0;https://www.otodom.pl/oferta/3-pok-72-m2-gorka-narodowa-pradnik-bialy-ID440Z2.html#cf5342ca27;2020-02-22 07:59:52.003317;Góra;Kraków , Prądnik Biały, Górka Narodowa, Góra;"Schron amunicyjny ""Łysa Góra"", Węgrzecka, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-242, Polska";(50.105246, 19.96920205268595, 0.0);50.105246;19.96920205268595;0.0;POINT (569286.7417427578 249116.4023994775)
